load_percent,method,ringing_0.5s,ringing_1s,ringing_2s,ringing_3s,recovery_0.1rpm_s,recovery_0.5rpm_s,recovery_1rpm_s,recovery_92.5rpm_s,peak_percent_speed
10,Base PI,1.874512441775039,2.031353361354739,2.07022804171348,2.074282094819399,2.4750000000000085,1.710000000000008,1.365000000000009,0,0.23141872569729066
10,Original Poly2,1.3387449222369803,1.6812571235663394,1.696796540812239,1.6978930595422992,1.365000000000009,1.0799999999999983,0.6300000000000097,0,0.1525763389979516
10,Retuned Poly2,1.0555721975189405,1.2946330215323796,1.2990426121848597,1.2990674213812592,0.9300000000000068,0.8100000000000023,0.6750000000000114,0,0.1710772653728585
5,Base PI,0.9540532910654003,1.0402448654428995,1.058272752118559,1.0600076270115388,2.115000000000009,1.3500000000000085,1.0200000000000102,0,0.1123477011330849
5,Original Poly2,0.742549829399862,0.893897044013741,0.9004856199645017,0.9008935508629818,1.2600000000000051,0.6300000000000097,0.5550000000000068,0,0.07534045248647925
5,Retuned Poly2,0.5548097703498001,0.6528683761557397,0.6544004859441199,0.6544069324539001,0.8700000000000045,0.40500000000000114,0.375,0,0.08439392096626909
