environment,source_row,time_s,speed_rpm,acceleration_rpm_s,inlet_temperature_K,inlet_pressure_kPa,fuel_lbm_s
6,3059,45.87,9687.72542058165,-15.9935246482934,278.15003037209,99.298846116789,2.57151894183237
6,4191,62.85,9443.95725111532,-55.4213768584746,278.15003037209,99.298846116789,1.95480700662421
6,5365,80.46,9437.95885225109,-7.51678565422192,278.15003037209,99.298846116789,2.01474206032219
6,4977,74.64,9489.68722204022,14.9007431618536,278.15003037209,99.298846116789,2.16649763350454
6,3413,51.18,9547.26987046946,-8.54227865894565,278.15003037209,99.298846116789,2.26345362682859
6,3265,48.96,9599.64696492201,-32.009219191031,278.15003037209,99.298846116789,2.34724696354057
6,3020,45.285,9693.04866930325,-2.43077711281775,278.15003037209,99.298846116789,2.60526066748279
6,4702,70.515,9340.89993070707,34.2929860324776,278.15003037209,99.298846116789,1.86558942424583
6,4452,66.765,9268.39541138967,-13.0952660350862,278.15003037209,99.298846116789,1.65890750629981
6,4360,65.385,9304.82560102733,-37.4273373921032,278.15003037209,99.298846116789,1.68977591175633
6,3925,58.86,9627.08749304317,-20.2165312899651,278.15003037209,99.298846116789,2.42719721773968
6,5650,84.735,9547.32880916402,44.9440746361186,278.15003037209,99.298846116789,2.34711619288726
6,5751,86.25,9629.83079317992,48.459313792561,278.15003037209,99.298846116789,2.54154100945045
6,4094,61.395,9531.49216028912,-49.6987536797203,278.15003037209,99.298846116789,2.16246557635015
7,4483,67.23,9264.65463311484,0.202306148244317,261.897755638513,73.4390073299829,1.60707332996811
7,5910,88.635,9733.21666952377,33.8544119516023,261.897755638513,73.4390073299829,2.30378036368554
7,4047,60.69,9565.2998999259,-55.0442159847929,261.897755638513,73.4390073299829,2.00630205740004
7,5546,83.175,9478.73397297592,35.8452021391953,261.897755638513,73.4390073299829,2.0253303647538
7,4301,64.5,9347.13263120179,-51.6493451840846,261.897755638513,73.4390073299829,1.66590774256043
7,3053,45.78,9688.9502504572,-15.6037671095931,261.897755638513,73.4390073299829,2.18014332910034
7,5122,76.815,9488.9900352186,-11.5682474701269,261.897755638513,73.4390073299829,1.96611007561359
7,4656,69.825,9312.00882864801,41.697335641373,261.897755638513,73.4390073299829,1.74938292699526
7,5725,85.86,9609.50512238048,59.8455511735955,261.897755638513,73.4390073299829,2.23196417841065
7,3745,56.16,9618.28839966012,14.5785676452516,261.897755638513,73.4390073299829,2.16350808977759
7,4178,62.655,9454.53502987726,-60.2838738274777,261.897755638513,73.4390073299829,1.8334975297577
7,4418,66.255,9278.088201079,-28.8391699449801,261.897755638513,73.4390073299829,1.58664300409636
7,3302,49.515,9579.18243770901,-27.2647589435615,261.897755638513,73.4390073299829,2.0612162586341
7,5986,89.775,9750.07785053592,6.98063688194755,261.897755638513,73.4390073299829,2.27429397293584
7,5422,81.315,9438.17070413281,11.1678365064999,261.897755638513,73.4390073299829,1.91371093113219
7,5615,84.21,9521.34990607694,56.08732223024,261.897755638513,73.4390073299829,2.13461658545705
7,4788,71.805,9398.53775080124,45.6630436298532,261.897755638513,73.4390073299829,1.90222856682918
7,4552,68.265,9269.31081180576,22.2558907737463,261.897755638513,73.4390073299829,1.64801058923212
7,3485,52.26,9543.54870781172,4.87974406032791,261.897755638513,73.4390073299829,2.07964860344571
7,5812,87.165,9678.21912765902,49.2256844566751,261.897755638513,73.4390073299829,2.27793258287265
7,3169,47.52,9645.71290388527,-38.654630527714,261.897755638513,73.4390073299829,2.10442634362338
7,3610,54.135,9570.86873669797,30.5629048787015,261.897755638513,73.4390073299829,2.14728642300169
7,3892,58.365,9630.89484961315,-4.03086637231174,261.897755638513,73.4390073299829,2.1442833139435
7,4244,63.645,9393.45991325709,-62.3081813926583,261.897755638513,73.4390073299829,1.72720858270178
7,4970,74.535,9488.07042814035,20.4797105738778,261.897755638513,73.4390073299829,2.01614390222274
7,3405,51.06,9548.12938039266,-13.5986682703678,261.897755638513,73.4390073299829,2.05405799596609
7,5372,80.565,9437.20939623717,-4.36137728109792,261.897755638513,73.4390073299829,1.88821995322262
7,5287,79.29,9449.62830265272,-22.811166942519,261.897755638513,73.4390073299829,1.88122325383861
7,4115,61.71,9512.83694188655,-61.2221392807481,261.897755638513,73.4390073299829,1.932493126043
7,3923,58.83,9627.4858741565,-19.2497711735154,261.897755638513,73.4390073299829,2.11751687366599
7,4444,66.645,9269.96804215541,-14.3827415137546,261.897755638513,73.4390073299829,1.59436603373118
7,4356,65.325,9306.88261634295,-41.0390318565453,261.897755638513,73.4390073299829,1.61648343410468
7,4026,60.375,9580.54174276178,-41.0856647569481,261.897755638513,73.4390073299829,2.04132734489753
7,5926,88.875,9740.02086913046,20.3336098289043,261.897755638513,73.4390073299829,2.28712499568891
7,4998,74.955,9492.28613774739,2.16231788992973,261.897755638513,73.4390073299829,1.99298219968911
7,3589,53.82,9563.05493430003,17.2015040774993,261.897755638513,73.4390073299829,2.11775526821844
7,3021,45.3,9693.01970764225,-2.62336341013979,261.897755638513,73.4390073299829,2.20424179433838
7,3095,46.41,9676.55851543648,-28.5539190214937,261.897755638513,73.4390073299829,2.14854219900585
7,5651,84.75,9548.9721914582,45.5925604332122,261.897755638513,73.4390073299829,2.15276170932031
