Var1,Var2,rmse,mae,r2,coverage,labelError,meanCheck,sdCheck
600,100,0.645907761002735,0.510062991141543,0.999964296549788,0.9,2.4144952703864e-10,2.96788016385108e-09,2.73023825769769e-10
