time_s,Nmech,Wf,DOB_request,DOB_sensed,DOB_PI,DOB_command,DOB_disturbance,DOB_acceleration,DOB_SM,DOB_iterations,PTO_hp,PTO_turbine_hp,PTO_compressor_hp,VF_command,VF_setpoint,VF_feedback,VF_error,VF_acceleration,VF_integral,VF_unsaturated,VF_outside,inlet_temperature_K,inlet_pressure_kPa,max_flow_error,valid,compressor_NcMap,compressor_Nc_outside,VR_integrator_error,VR_proportional_term,VR_speed_slope,VR_accel_slope,VR_fallback
134.64,9500.01419712131,1.99109574195773,9500,9500.00718136809,2.2333182044659,1.99109574195773,0,0.107438102292953,11.6358723809949,10,1503.01235607484,16960.2567892509,-15456.6347738052,1.99109574195773,1.5418159808907,1.54202794512873,-0.000211964238036488,0.127631652354019,0.449491725305066,1.99109574195773,0,267.161443506003,60.6481711487664,5.06406625550407e-10,1,0.986612641062914,0,-1.04674446781416e-05,-0.000211964238036488,0,0,0
134.655,9500.01580869284,1.99108979248434,9500,9500.00899958823,2.23326664667169,1.99108979248434,0,0.102684576595451,11.6359982539827,10,1503.01235607484,16960.2395052415,-15456.6445016453,1.99108979248434,1.5418159808907,1.54202918425201,-0.000213203361317138,0.126737818768021,0.449487014954961,1.99108979248434,0,267.161443506003,60.6481711487664,4.86174152507039e-10,1,0.986612808430753,0,-1.31176748880968e-05,-0.000213203361317138,0,0,0
134.67,9500.01734896149,1.9910833170885,9500,9500.01076425281,2.23321508519914,1.9910833170885,0,0.0976869679829135,11.6361323408275,10,1503.01235607484,16960.219698189,-15456.6530934591,1.9910833170885,1.5418159808907,1.54202975669415,-0.000213775803454386,0.125471164822576,0.449481112001262,1.9910833170885,0,267.161443506003,60.6481711487664,4.6475382360712e-10,1,0.986612968393516,0,-1.56898510050851e-05,-0.000213775803454386,0,0,0
134.685,9500.01881426601,1.99107634304068,9500,9500.01247076237,2.2331636770128,1.99107634304068,0,0.0924657596551565,11.6362741139939,9,1503.01235607484,16960.1974527095,-15456.6605174672,1.99107634304068,1.5418159808907,1.54202967030902,-0.000213689418327556,0.123840910414528,0.449474051568309,1.99107634304068,0,267.161443506003,60.6481711487664,9.8414581809975e-10,1,0.986613120570969,0,-1.8177267974373e-05,-0.000213689418327556,0,0,0
134.7,9500.02020125241,1.99106889873867,9500,9500.01411476063,2.23311257635238,1.99106889873867,0,0.0870364402597212,11.6364230341693,9,1503.01235607484,16960.1728960021,-15456.6668128542,1.99106889873867,1.5418159808907,1.54202893484044,-0.000212953949743522,0.121857249053532,0.449465871797721,1.99106889873867,0,267.161443506003,60.6481711487664,9.34117859808086e-10,1,0.986613264614786,0,-2.0573575775007e-05,-0.000212953949743522,0,0,0
134.715,9500.02150679901,1.9910610134898,9500,9500.01569215106,2.23306193412851,1.9910610134898,0,0.0814203109368095,11.6365785462072,9,1503.01235607484,16960.1461231083,-15456.6719536174,1.9910610134898,1.5418159808907,1.54202756198022,-0.000211581089520463,0.119531366531424,0.449456613688622,1.9910610134898,0,267.161443506003,60.6481711487664,8.79503343535274e-10,1,0.986613400200771,0,-2.28728019882052e-05,-0.000211581089520463,0,0,0
134.73,9500.02272810368,1.99105271767795,9500,9500.01719908976,2.23301189790847,1.99105271767795,0,0.0756371788052137,11.6367400813559,9,1503.01235607484,16960.1172475383,-15456.6759407128,1.99105271767795,1.5418159808907,1.54202556503117,-0.000209584140473229,0.116875236676826,0.449446320927727,1.99105271767795,0,267.161443506003,60.6481711487664,8.22995120069509e-10,1,0.98661352703791,0,-2.50693434611371e-05,-0.000209584140473229,0,0,0
134.745,9500.02386266136,1.99104404248635,9500,9500.01863200283,2.23296261128664,1.99104404248635,0,0.0697070633146209,11.6369070609382,9,1503.01235607484,16960.0863875375,-15456.6787786245,1.99104404248635,1.5418159808907,1.54202295901822,-0.000206978127518909,0.11390167252898,0.44943503972317,1.99104404248635,0,267.161443506003,60.6481711487664,7.64797988131058e-10,1,0.986613644866045,0,-2.71579908008857e-05,-0.000206978127518909,0,0,0
134.76,9500.02490826731,1.9910350197985,9500,9500.01998759337,2.23291421350346,1.9910350197985,0,0.0636501394095885,11.6370788981333,9,1503.01235607484,16960.0536656655,-15456.680475267,1.9910350197985,1.5418159808907,1.5420197606102,-0.000203779719506247,0.110624274710701,0.449422818627309,1.9910350197985,0,267.161443506003,60.6481711487664,7.05113214173702e-10,1,0.986613753456203,0,-2.91339334741458e-05,-0.000203779719506247,0,0,0
134.775,9500.0258630194,1.99102568208767,9500,9500.02126284753,2.2328668390844,1.99102568208767,0,0.0574866727572066,11.6372549999377,9,1503.01235607484,16960.019208351,-15456.6810419085,1.99102568208767,1.5418159808907,1.54201598805097,-0.000200007160276794,0.107057377786762,0.449409708357246,1.99102568208767,0,267.161443506003,60.6481711487664,6.44143387617113e-10,1,0.986613852610843,0,-3.09927818331612e-05,-0.000200007160276794,0,0,0
134.79,9500.02672531949,1.99101606231336,9500,9500.02245503957,2.23282061749888,1.99101606231336,0,0.0512369582447133,11.6374347689903,9,1503.01235607484,16959.9831454623,-15456.6804930905,1.99101606231336,1.5418159808907,1.54201166107346,-0.000195680182761837,0.103215995141694,0.449395761605421,1.99101606231336,0,267.161443506003,60.6481711487664,5.82092862305287e-10,1,0.98661394216399,0,-3.27305597722649e-05,-0.000195680182761837,0,0,0
134.805,9500.02749387387,1.99100619381515,9500,9500.02356173599,2.23277567283982,1.99100619381515,0,0.0449212590029155,11.6376176054318,9,1503.01235607484,16959.9456098702,-15456.6788465374,1.99100619381515,1.5418159808907,1.54200680081977,-0.000190819929075436,0.0991157625663447,0.449381032853524,1.99100619381515,0,267.161443506003,60.6481711487664,5.19165991090146e-10,1,0.986614021981288,0,-3.43437203536023e-05,-0.000190819929075436,0,0,0
134.82,9500.02816769275,1.99099611020395,9500,9500.02458079867,2.23273212352408,1.99099611020395,0,0.0385597439399816,11.6378029087959,9,1503.01235607484,16959.9067369914,-15456.6761230547,1.99099611020395,1.5418159808907,1.54200142975681,-0.000185448866112381,0.0947728809695415,0.449365578179364,1.99099611020395,0,267.161443506003,60.6481711487664,4.55567273058295e-10,1,0.986614091959944,0,-3.58291467228433e-05,-0.000185448866112381,0,0,0
134.835,9500.02874608891,1.99098584526044,9500,9500.02551038711,2.23269008201467,1.99098584526044,0,0.0321705633247093,11.6379900436803,8,1503.01235607484,16959.8666751276,-15456.6723678039,1.99098584526044,1.5418159808907,1.5419955715843,-0.000179590693599962,0.0902040582353631,0.449349455063339,1.99098584526044,0,267.161443506003,60.6481711487664,8.72130963016008e-10,1,0.986614152028587,0,-3.71841519208882e-05,-0.000179590693599962,0,0,0
134.85,9500.02922864736,1.99097543283164,9500,9500.02634895968,2.23264965456523,1.99097543283164,0,0.0257775551506507,11.6381784864134,8,1503.01235607484,16959.8255400381,-15456.6675610835,1.99097543283164,1.5418159808907,1.54198925114473,-0.0001732702540298,0.0854264504126075,0.449332722194975,1.99097543283164,0,267.161443506003,60.6481711487664,7.24218953802536e-10,1,0.986614202144119,0,-3.84064922784866e-05,-0.0001732702540298,0,0,0
134.865,9500.02961531069,1.99096490683954,9500,9500.02709526674,2.23261094117091,1.99096490683954,0,0.0193981542349803,11.6383676068212,8,1503.01235607484,16959.783485374,-15456.6617574699,1.99096490683954,1.5418159808907,1.5419824942153,-0.000166513324606488,0.080457535287579,0.449315439273449,1.99096490683954,0,267.161443506003,60.6481711487664,5.81652425279418e-10,1,0.986614242300578,0,-3.94943442763029e-05,-0.000166513324606488,0,0,0
134.88,9500.029906283,1.99095430089095,9500,9500.02774836763,2.23257403491784,1.99095430089095,0,0.0130515498409182,11.6385568207454,8,1503.01235607484,16959.7406520553,-15456.6549888384,1.99095430089095,1.5418159808907,1.54197532770897,-0.000159346818272343,0.0753152253679007,0.449297666818525,1.99095430089095,0,267.161443506003,60.6481711487664,4.39350532989296e-10,1,0.98661427251916,0,-4.0446336057931e-05,-0.000159346818272343,0,0,0
134.895,9500.03010205625,1.99094364836815,9500,9500.02830761837,2.23253902206389,1.99094364836815,0,0.00675655783631512,11.6387455518422,8,1503.01235607484,16959.6971814539,-15456.6472896386,1.99094364836815,1.5418159808907,1.54196777938055,-0.000151798489849586,0.0700176930591098,0.449279465967299,1.99094364836815,0,267.161443506003,60.6481711487664,2.97762433161904e-10,1,0.986614292850957,0,-4.12615264706595e-05,-0.000151798489849586,0,0,0
134.91,9500.03020340461,1.99093298232768,9500,9500.02877266938,2.23250598187404,1.99093298232768,0,0.000531574259296238,11.6389332332911,8,1503.01235607484,16959.6532149003,-15456.638696664,1.99093298232768,1.5418159808907,1.54195987773411,-0.000143896843407987,0.0645833132980513,0.449260898280387,1.99093298232768,0,267.161443506003,60.6481711487664,2.47766751995997e-10,1,0.986614303376371,0,-4.19394089092862e-05,-0.000143896843407987,0,0,0
134.925,9500.03021137823,1.99092233539948,9500,9500.0291434623,2.23247498647986,1.99092233539948,0,-0.00560547789353526,11.6391193094697,8,1503.01235607484,16959.6088932323,-15456.6292489036,1.99092233539948,1.5418159808907,1.54195165192829,-0.00013567103759371,0.0590306059846618,0.449242025546378,1.99092233539948,0,267.161443506003,60.6481711487664,3.3497378294369e-10,1,0.986614304204461,0,-4.24798963456485e-05,-0.00013567103759371,0,0,0
134.94,9500.03012729606,1.99091173969884,9500,9500.02942022606,2.23244610076151,1.99091173969884,0,-0.0116384582093606,11.6393031408417,7,1503.01235607484,16959.5643600976,-15456.6189982857,1.99091173969884,1.5418159808907,1.54194313167557,-0.000127150784876795,0.0533781790679048,0.449222909593023,1.99091173969884,0,267.161443506003,60.6481711487664,9.53375746733849e-10,1,0.986614295472208,0,-4.28833218055757e-05,-0.000127150784876795,0,0,0
