Kd,Ki,Kp,accelTau,accelWeight,accepted,altitude_m,candidate,compressor_Nc_outside_percent,environment,events_inside_1pct_throughout,fallback_percent,first_failure_eval_s,fuel_limit_percent,fuel_peak_lbm_s,gp_outside_percent,iae_rpm_s,isa_delta_C,max_2s_fuel_range_lbm_s,max_fuel_slew_lbm_s2,minimum_margin_percent,mode,peak_rpm,phase,recovery_1pct_speed_s,ringing_excess_TV_lbm_s,rmse_rpm,settling_to_point1_rpm_s,wall_seconds,rmse_ratio,ringing_ratio,joint_score,beats_base_both
0,30,16,0.03,0.05,1,4000,62,0,36,6,0,NaN,0,2.01345625795379,0.749875020829862,61.2212897866941,5,0.473421916307716,6.49509026394239,11.0228515969695,2,16.830740882755,tune,0,0.59209367661014,2.62887200599845,2.355,19.4468782,1.03847769193575,0.291609886318447,1.03847769193575,0
0,40,12,0.03,0.05,1,4000,63,0,36,6,0,NaN,0,2.05066197816209,0.949841693051158,48.7677176793903,5,0.505593266216866,5.04102852175512,10.4434991985169,2,19.9489944571906,tune,0,0.671135731909357,2.72533846298119,1.545,25.3308371,1.07658463033674,0.330538599241281,1.07658463033674,0
0,40,16,0.03,0.05,1,4000,64,0,36,6,0,NaN,0,2.02495731565793,0.749875020829862,45.9242198036786,5,0.481997880949299,6.53607985815308,10.8418252169704,2,16.7690161818646,tune,0,0.68612415168012,2.3229707398509,1.53,27.0484335,0.917638168328562,0.337920490921782,0.917638168328562,1
0,30,12,0.03,0.1,1,4000,65,0,36,6,0,NaN,0,2.02303635064235,0.749875020829862,65.2230849141398,5,0.477967638771826,6.99197181959754,10.9456743090926,2,16.9437975691762,tune,0,0.800011142383628,2.98101488333554,2.22,25.2154817,1.17758394041579,0.394010555254739,1.17758394041579,0
0,30,16,0.03,0.1,1,4000,66,0,36,6,0,NaN,0,2.02945755544108,0.549908348608565,61.4111900404278,5,0.505782642168328,9.14593758571975,10.7870848072745,2,13.775633303525,tune,0,1.73079791207719,2.56915710228872,1.935,25.2503018,1.01488864110439,0.852428935351326,1.01488864110439,0
0,30,12,0.06,0.05,1,4000,67,0,36,6,0,NaN,0,2.0297092113744,0.949841693051158,61.6804522011399,5,0.48637086972288,4.63789525963019,10.6951004064902,2,21.1925141229895,tune,0,0.633075457648047,3.05524077884129,1.44,26.6347776,1.20690523733355,0.311793673076671,1.20690523733355,0
0,30,16,0.06,0.05,1,4000,68,0,36,6,0,NaN,0,2.05597708128277,0.749875020829862,61.2210544777546,5,0.518821063342392,5.8747814082346,10.2798429615528,2,18.112659329654,tune,0,1.22011939153647,2.62887130793755,2.34,24.675198,1.03847741618224,0.600916529117331,1.03847741618224,0
0.001,0.075,0.018,0.03,1,1,4000,69,0,36,6,0,NaN,0,2.06423905085496,0.84985835694051,41.1854685816414,5,0.51917033840948,5.27670397591204,10.2280053840853,3,19.285441320435,tune,0,0.858100360228967,2.43320610941655,1.59,27.7843356,0.961184210849845,0.422619863006831,0.961184210849845,1
0.001,0.1,0.018,0.03,1,1,4000,70,0,36,6,0,NaN,0,2.08905736836264,0.84985835694051,36.1218831544724,5,0.54398865591716,5.34700936893975,9.815137350592,3,19.0037288293279,tune,0,1.24580926578189,2.20754559598023,1.515,27.7490463,0.872042020351535,0.613568954914428,0.872042020351535,1
0.001,0.075,0.025,0.03,1,1,4000,71,0,36,6,0,NaN,0,2.05929685499339,0.749875020829862,35.6995632186801,5,0.514228142808022,6.25981865557092,10.2385443418677,3,17.194405463184,tune,0,0.845398983486271,2.04986922548993,1.23,37.7955605,0.809755460592846,0.416364354504813,0.809755460592846,1
