accepted,rmse_rpm,peak_rpm,iae_rpm_s,minimum_margin_percent,fuel_peak_lbm_s,fuel_limit_percent,ringing_excess_TV_lbm_s,max_2s_fuel_range_lbm_s,max_fuel_slew_lbm_s2,settling_to_point1_rpm_s,recovery_1pct_speed_s,events_inside_1pct_throughout,first_failure_eval_s,phase,environment,candidate,mode,Kp,Ki,Kd,accelTau,altitude_m,isa_delta_C,fallback_percent,compressor_Nc_outside_percent,gp_outside_percent,wall_seconds
1,5.28476063244976,27.1845244072829,184.575825665922,10.9384444397799,2.01135490452967,0,0.282076537288913,0.471165149907834,3.47194379911842,Inf,0,6,NaN,tune,36,3,1,0.5,10,0,0.03,4000,5,0,0,1.19980003332778,34.8393163
1,5.08767742490179,21.8327959158341,184.00079622729,11.4022716598665,1.99212546559395,0,0.0287430762245973,0.447056753148473,5.06210119378536,Inf,0,6,NaN,tune,36,6,1,1,10,0,0.03,4000,5,0,0,0.949841693051158,27.0588902
1,3.43566613350368,16.0002592297769,122.530084804383,11.1360670336582,2.00751252419896,0,0.783490681944515,0.487598614619871,7.35940893200711,Inf,0,6,NaN,tune,36,9,1,1.5,15,0,0.03,4000,5,0,0,0.699883352774538,30.3554332
1,2.59743307766868,13.6398355204819,91.8268073946343,10.1306541158015,2.06760886759882,0,2.07984166102006,0.556091207868855,9.50052988793786,Inf,0,6,NaN,tune,36,12,1,2,20,0,0.03,4000,5,0,0,0.549908348608565,27.1958247
1,11.1919775856328,44.8705898744483,534.101710004778,8.96278468976853,2.14634071598768,0,2.20892484099318,0.601304163587364,4.14713648954083,Inf,0,6,NaN,tune,36,15,2,1,15,0,0.03,4000,5,0,0,5.93234460923179,29.8380501
1,6.41161898082543,27.033821366982,290.985279573705,9.78430196645927,2.09732669204506,0,3.20285846620658,0.560491722212669,8.31456139519159,Inf,0,6,NaN,tune,36,18,2,2,30,0,0.03,4000,5,0,0,1.34977503749375,29.2958646
1,10.6845578378997,44.2377685609827,482.447866789228,9.0728812438355,2.13867009169146,0,2.06280266130088,0.593604733809188,3.03881490080968,Inf,0,6,NaN,tune,36,21,2,1,15,0,0.06,4000,5,0,0,5.63239460089985,29.5583166
1,5.85853199860591,25.5428774313059,242.737030030157,9.90810523260959,2.08911798796709,0,2.48275484457672,0.544054497854662,5.88475578558136,Inf,0,6,NaN,tune,36,24,2,2,30,0,0.06,4000,5,0,0,0.983169471754708,33.102789
1,10.1786974971426,43.8008076369042,428.61151317952,9.18490535376967,2.13058294996266,0,1.99005938094096,0.58551423751718,2.36748023291987,Inf,0,6,NaN,tune,36,27,2,1,15,0,0.1,4000,5,0,0,5.24912514580903,28.0039292
1,5.39158372113548,25.0235772962078,200.403855923764,10.0315384150477,2.08075659242352,0,1.81108424641227,0.535688282648253,4.45843994181883,Inf,0,6,NaN,tune,36,30,2,2,30,0,0.1,4000,5,0,0,1.03316113981003,27.4200844
1,3.31797452693557,19.8480769183643,76.5218067462135,10.956025286759,2.01972123376163,0,0.300738038767033,0.474652521316145,5.16421551853705,2.265,0,6,NaN,tune,36,33,3,0.018,0.035,0.001,0.03,4000,5,0,0,0.949841693051158,27.3846028
1,3.29496804425027,19.4338435473437,76.5151710640264,10.5383319211038,2.04739706207446,0,1.01035611683257,0.502328349625812,6.55051741864988,3.3,0,6,NaN,tune,36,36,3,0.0125,0.05,0.002,0.03,4000,5,0,0,0.84985835694051,32.1472606
1,3.94525246312848,24.1451333256009,83.8613221061034,10.5972581123076,2.04032240315815,0,0.557338669489572,0.495253691657544,3.91496913699441,2.16,0,6,NaN,tune,36,39,3,0.0125,0.035,0.001,0.06,4000,5,0,0,1.14980836527245,31.6970836
1,2.84142460666987,20.6870492637881,54.5942843379016,10.5440073590317,2.03893273246562,0,0.732875674754249,0.494741412421627,4.8158181432924,1.755,0,6,NaN,tune,36,42,3,0.018,0.05,0.001,0.06,4000,5,0,0,0.949841693051158,30.7858232
1,3.23001086744705,17.580619163411,77.804892957366,11.0171200682339,2.01316312344063,0,1.10115194008227,0.483495985564981,6.15069163477607,2.565,0,6,NaN,tune,36,45,3,0.018,0.035,0.002,0.06,4000,5,0,0,0.749875020829862,33.0285063
