time_s,Nmech,Wf,DOB_request,DOB_sensed,DOB_PI,DOB_command,DOB_disturbance,DOB_acceleration,DOB_SM,DOB_iterations,PTO_hp,PTO_turbine_hp,PTO_compressor_hp,VF_command,VF_setpoint,VF_feedback,VF_error,VF_acceleration,VF_integral,VF_unsaturated,VF_outside,max_flow_error,valid
85.665,9500.00000759543,1.84947135955654,9500,9500.00000818841,1.85291699724885,1.84947135955654,0,-9.97715994430099e-06,27.1532413785518,1,0,19160.7939374538,-19160.793994149,1.84947135955654,1.85387526140888,1.8538752615887,-1.79814163558945e-10,-1.06774892086168e-05,-0.00440390149270954,1.84947135955654,0,4.47635296466121e-10,1
85.68,9500.00000744577,1.84947135957398,9500,9500.00000803473,1.85291699501002,1.84947135957398,0,-9.83739283968021e-06,27.153241381318,1,0,19160.7939373187,-19160.7939932197,1.84947135957398,1.85387526140888,1.85387526153952,-1.30640609441457e-10,-1.05073788152793e-05,-0.00440390157362591,1.84947135957398,0,5.49074340530585e-10,1
85.695,9500.00000729821,1.84947135973194,9500,9500.00000788209,1.85291699286002,1.84947135973194,0,-9.57425365984896e-06,27.1532413840455,1,0,19160.7939378978,-19160.7939923034,1.84947135973194,1.85387526140888,1.85387526143115,-2.22626361789935e-11,-1.03769089880066e-05,-0.00440390163241419,1.84947135973194,0,6.707512915034e-10,1
85.71,9500.00000715459,1.84947135998614,9500,9500.00000773077,1.85291699079106,1.84947135998614,0,-9.22871839828681e-06,27.1532413867,1,0,19160.7939389695,-19160.7939914117,1.84947135998614,1.85387526140888,1.85387526129904,1.09845688101018e-10,-1.02632297849399e-05,-0.00440390164243237,1.84947135998614,0,8.07246339986393e-10,1
85.725,9500.00000701616,1.84947136026652,9500,9500.00000758145,1.85291698878492,1.84947136026652,0,-8.86417217487772e-06,27.1532413892586,1,0,19160.7939401814,-19160.7939905521,1.84947136026652,1.85387526140888,1.85387526118356,2.25318208535441e-10,-1.01419371251095e-05,-0.00440390159300181,1.84947136026652,0,9.44566087453397e-10,1
85.74,9500.0000068832,1.84947136050687,9500,9500.00000743495,1.85291698681904,1.84947136050687,0,-8.04803425777923e-06,27.1532413186639,2,0,19160.7939329334,-19160.7939786664,1.84947136050687,1.85387526140888,1.85387526111409,2.94797297684113e-10,-9.99426888688317e-06,-0.00440390149160862,1.84947136050687,0,9.01640183920362e-11,1
85.755,9500.00000676248,1.84947136066155,9500,9500.00000729196,1.85291698487397,1.84947136066155,0,-7.81009962750512e-06,27.1532413208952,1,0,19160.7939335359,-19160.7939779168,1.84947136066155,1.85387526140888,1.85387526110308,3.05806491240901e-10,-9.81271013767699e-06,-0.00440390135894984,1.84947136066155,0,2.26149798749041e-11,1
85.77,9500.00000664533,1.8494713605506,9500,9500.00000715473,1.85291698288958,1.8494713605506,0,-7.81160387550654e-06,27.1532413230606,1,0,19160.7939327999,-19160.7939771894,1.8494713605506,1.85387526140888,1.85387526122736,1.81526793596731e-10,-9.55119127995817e-06,-0.00440390122133691,1.8494713605506,0,8.25355113179722e-11,1
85.785,9500.00000652815,1.84947136026385,9500,9500.00000702272,1.852916980876,1.84947136026385,0,-7.96957944477257e-06,27.1532413252264,1,0,19160.7939311746,-19160.7939764618,1.84947136026385,1.85387526140888,1.85387526141157,-2.69118061169138e-12,-9.25610878377039e-06,-0.00440390113964986,1.84947136026385,0,1.14033736147735e-10,1
85.8,9500.00000640861,1.84947135992209,9500,9500.00000689454,1.85291697886374,1.84947135992209,0,-8.17453352446607e-06,27.153241327436,1,0,19160.7939292676,-19160.7939757194,1.84947135992209,1.85387526140888,1.85387526158185,-1.72964087497007e-10,-8.97621616764296e-06,-0.00440390114086089,1.84947135992209,0,1.56531817283999e-10,1
85.815,9500.00000628599,1.84947135965833,9500,9500.00000676861,1.85291697689084,1.84947135965833,0,-8.307560463196e-06,27.1532413297024,1,0,19160.7939277503,-19160.793974958,1.84947135965833,1.85387526140888,1.85387526167481,-2.6592927859781e-10,-8.74781167100243e-06,-0.00440390121869473,1.84947135965833,0,2.17486837983317e-10,1
85.83,9500.00000616138,1.84947135954502,9500,9500.00000664353,1.85291697499055,1.84947135954502,0,-8.30496884885638e-06,27.1532413320057,1,0,19160.7939269913,-19160.7939741842,1.84947135954502,1.85387526140888,1.85387526167163,-2.62748933721468e-10,-8.58670841209604e-06,-0.0044039013383629,1.84947135954502,0,2.79434202030574e-10,1
85.845,9500.0000060368,1.84947135962446,9500,9500.00000651858,1.85291697318101,1.84947135962446,0,-8.13080495400471e-06,27.1532413343083,1,0,19160.7939272074,-19160.7939734107,1.84947135962446,1.85387526140888,1.85387526157279,-1.63912217132633e-10,-8.48584519332304e-06,-0.00440390145659992,1.84947135962446,0,3.51694825033322e-10,1
