time_s,Nmech,Wf,DOB_request,DOB_sensed,DOB_PI,DOB_command,DOB_disturbance,DOB_acceleration,DOB_SM,DOB_iterations,PTO_hp,PTO_turbine_hp,PTO_compressor_hp,VF_command,VF_setpoint,VF_feedback,VF_error,VF_acceleration,VF_integral,VF_unsaturated,VF_outside,VF_sdSetpoint,VF_sdFeedback,VF_gainFactor,VF_Kp,VF_Ki,max_flow_error,valid
137.805,9500.90948168219,1.86845821111968,9500,9500.90760469336,1.87447552375878,1.86845821111968,0,0.0291857773847647,26.8242880507342,7,62.2725801312091,19256.8541679219,-19194.4157593139,1.86845821111968,1.85387526140883,1.85576163316005,-0.00188637175121964,0.0349486792968654,0.0189399571631337,1.86845821111968,0,0.00119161102995262,0.00119158336796772,0.769909651418463,2.30972895425539,46.1945790851078,1.86981016484024e-10,1
137.82,9500.90991946885,1.86715234369156,9500,9500.90809113848,1.87378246748197,1.86715234369156,0,0.0290795126084483,26.8480356189339,7,57.4823816595818,19250.6729644177,-19193.0253554449,1.86715234369156,1.85387526140883,1.85576109854859,-0.00188583713976409,0.0339575281659277,0.0176328549274493,1.86715234369156,0,0.00119161102995262,0.00119158368627351,0.769909651418463,2.30972895425539,46.1945790851078,1.87214063677141e-10,1
137.835,9500.91035566154,1.86584669620129,9500,9500.90856497315,1.87308936660024,1.86584669620129,0,0.0290753714045302,26.871794284359,7,52.6921831879455,19244.4918654933,-19191.634475783,1.86584669620129,1.85387526140883,1.85576062909821,-0.00188536768937886,0.0330255763112022,0.0163261231340323,1.86584669620129,0,0.00119161102995262,0.00119158398524247,0.769909651418463,2.30972895425539,46.1945790851078,1.87475429323099e-10,1
137.85,9500.91079179211,1.86454102770433,9500,9500.90902905243,1.8723961580703,1.86454102770433,0,0.029015415881397,26.8955684730159,7,47.9019847163182,19238.3097375821,-19190.2428843296,1.86454102770433,1.85387526140883,1.85576030957781,-0.00188504816898027,0.0322044224500025,0.0150197166315595,1.86454102770433,0,0.00119161102995262,0.00119158424885923,0.769909651418463,2.30972895425539,46.1945790851078,1.87770433282571e-10,1
137.865,9500.91122702335,1.86323514372236,9500,9500.90948588845,1.87170278541568,1.86323514372236,0,0.0287749547276688,26.9193617293588,7,43.1117862446818,19232.1256508092,-19188.8503598361,1.86323514372236,1.85387526140883,1.85576017920803,-0.00188491779920197,0.0315163675175046,0.0137135315307415,1.86323514372236,0,0.00119161102995262,0.00119158446756919,0.769909651418463,2.30972895425539,46.1945790851078,1.88096155855856e-10,1
137.88,9500.91165864767,1.86192893819604,9500,9500.90993712532,1.87100921231855,1.86192893819604,0,0.0282889251509018,26.9431759585269,7,38.3215877730545,19225.9390812914,-19187.4567481743,1.86192893819604,1.85387526140883,1.85576022716221,-0.00188496575338348,0.0309521681465457,0.0124074367655791,1.86192893819604,0,0.00119161102995262,0.00119158464492124,0.769909651418463,2.30972895425539,46.1945790851078,1.88442983224914e-10,1
137.895,9500.91208298155,1.86062240960566,9500,9500.91038327936,1.87031542986699,1.86062240960566,0,0.0275610641466346,26.9670111445877,7,33.5313893014272,19219.7499938197,-19186.0619928979,1.86062240960566,1.85387526140883,1.85576040060112,-0.00188513919229116,0.0304766345709414,0.0111013087720682,1.86062240960566,0,0.00119161102995262,0.00119158479388238,0.769909651418463,2.30972895425539,46.1945790851078,1.88796496007752e-10,1
137.91,9500.91249639751,1.85931565011295,9500,9500.91082377843,1.86962145640178,1.85931565011295,0,0.0266554825777167,26.9908655627767,7,28.7411908297909,19213.5587976397,-19184.6661389078,1.85931565011295,1.85387526140883,1.85576062197781,-0.00188536056897703,0.0300398718012715,0.00979506059949725,1.85931565011295,0,0.00119161102995262,0.00119158493033149,0.769909651418463,2.30972895425539,46.1945790851078,1.89144163867538e-10,1
137.925,9500.91289622975,1.8580088133517,9500,9500.91125725857,1.86892733080043,1.8580088133517,0,0.0256746354001818,27.014736379995,7,23.9509923581636,19207.3662001192,-19183.2693113157,1.8580088133517,1.85387526140883,1.85576081039499,-0.00188554898616511,0.0295908463295247,0.00848865903088395,1.8580088133517,0,0.00119161102995262,0.00119158507078443,0.769909651418463,2.30972895425539,46.1945790851078,1.89474658655116e-10,1
137.94,9500.91328134928,1.8567020708626,9500,9500.91168201844,1.86823310153108,1.8567020708626,0,0.0247304163144672,27.0386204586577,7,19.1607938865273,19201.1730042228,-19181.8716771893,1.8567020708626,1.85387526140883,1.85576090147179,-0.00188564006295544,0.029089754551432,0.00718212690448022,1.8567020708626,0,0.00119161102995262,0.00119158522893615,0.769909651418463,2.30972895425539,46.1945790851078,1.89783175282459e-10,1
137.955,9500.91365230552,1.85539556895261,9500,9500.91209650502,1.86753881457112,1.85539556895261,0,0.0239161216720517,27.0625151473748,7,14.3705954149,19194.9799049271,-19180.4734012976,1.85539556895261,1.85387526140883,1.85576086106652,-0.0018855996576852,0.0285163453775762,0.00587553166926658,1.85539556895261,0,0.00119161102995262,0.00119158541024643,0.769909651418463,2.30972895425539,46.1945790851078,1.90070573000785e-10,1
137.97,9500.91401104735,1.85408939633134,9500,9500.91249971017,1.86684450322612,1.85408939633134,0,0.0232859461385001,27.0864188692469,7,9.5803969432636,19188.7873337602,-19179.0746071779,1.85408939633134,1.85387526140883,1.85576069021686,-0.00188542880803499,0.027872628713334,0.00456896443161971,1.85408939633134,0,0.00119161102995262,0.00119158561612569,0.769909651418463,2.30972895425539,46.1945790851078,1.90343546662349e-10,1
137.985,9500.91436033654,1.85278356910682,9500,9500.91289139209,1.86615018209735,1.85278356910682,0,0.0228461049546152,27.1103313885621,7,4.79019847163632,19182.595383508,-19177.6753522942,1.85278356910682,1.85387526140883,1.85576042108216,-0.0018851596733338,0.0271799257204049,0.00326251557888801,1.85278356910682,0,0.00119161102995262,0.00119158583802027,0.769909651418463,2.30972895425539,46.1945790851078,1.90610850278476e-10,1
138,9500.91470302811,1.8514780349498,9500,9500.91327208741,1.86545584620031,1.8514780349498,0,0.0225585104461542,27.1342537247203,7,0,19176.4038229101,-19176.2756218401,1.8514780349498,1.85387526140883,1.85576010580394,-0.00188484439511094,0.0264715873011045,0.0019562532146199,1.8514780349498,0,0.00119161102995262,0.00119158606487411,0.769909651418463,2.30972895425539,46.1945790851078,1.9088261041121e-10,1
138.015,9500.91504140577,1.85017269323052,9500,9500.91364293358,1.86476147489036,1.85017269323052,0,-0.820537474972219,27.1581877740877,7,0,19170.2121875447,-19174.8753405596,1.85017269323052,1.85387526140883,1.85575980179302,-0.00188454038419184,0.0257836025468828,0.000650209312523782,1.85017269323052,0,0.00119161102995262,0.00119158628490319,0.769909651418463,2.30972895425539,46.1945790851078,1.9116740835629e-10,1
138.03,9500.90273334365,1.84886742471204,9500,9500.91400536513,1.86406703912614,1.84886742471204,0,-1.64603432279065,27.1818898165221,7,0,19163.9357700209,-19173.2902482812,1.84886742471204,1.85387526140883,1.85575955729301,-0.00188429588417582,0.0251455923330302,-0.000655623934725655,1.84886742471204,0,0.00119161102995262,0.00119158648855289,0.769909651418463,2.30972895425539,46.1945790851078,2.10125717541375e-10,1
138.045,9500.8780428288,1.84788137463377,9500,9500.91108407986,1.86345571803693,1.84788137463377,0,-2.24826016913943,27.1995060832841,7,0,19159.0912580758,-19171.8681764726,1.84788137463377,1.85387526140883,1.85562118012552,-0.00174591871668972,-0.0613775064342892,-0.0019612948213757,1.84788137463377,0,0.00119161102995262,0.00119161501800348,0.769908303889046,2.30972491166714,46.1944982333427,1.81616350897347e-10,1
138.06,9500.84431892627,1.84742047872561,9500,9500.90252102663,1.86298985461293,1.84742047872561,0,-2.49889166193697,27.2073117861533,6,0,19156.6790414283,-19170.8802544172,1.84742047872561,1.85387526140883,1.85529695031176,-0.00142168890292904,-0.261847266398945,-0.00317116701770139,1.84742047872561,0,0.00119161102995262,0.00119168066707765,0.769886121300378,2.30965836390113,46.1931672780227,9.48938749910368e-10,1
138.075,9500.80683555134,1.84754055553039,9500,9500.8874372248,1.86269600095955,1.84754055553039,0,-2.36921170329735,27.2043780011461,6,0,19156.9995968624,-19170.4637849205,1.84754055553039,1.85387526140883,1.85481845465123,-0.00094319324239911,-0.554485965734595,-0.0041563422336519,1.84754055553039,0,0.00119161102995262,0.00119177533596744,0.769854131992923,2.30956239597877,46.1912479195754,3.061114035422e-10,1
138.09,9500.77129737579,1.84815046132464,9500,9500.8665482936,1.862560875248,1.84815046132464,0,-1.9259993212562,27.1924903296323,6,0,19159.6581101056,-19170.6034891214,1.84815046132464,1.85387526140883,1.85427141816939,-0.000396156760561706,-0.884256337117087,-0.0048098935102445,1.84815046132464,0,0.00119161102995262,0.0011918803714037,0.769818638335759,2.30945591500728,46.1891183001455,2.96948428769146e-10,1
138.105,9500.74240738597,1.84905032870625,9500,9500.84186282761,1.86253782520087,1.84905032870625,0,-1.30485044025863,27.1754149974481,6,0,19163.7367996493,-19171.1521912545,1.84905032870625,1.85387526140883,1.85376292638734,0.00011233502149155,-1.18386018061814,-0.00508435478199181,1.84905032870625,0,0.00119161102995262,0.00119197432921999,0.769786886772862,2.30936066031859,46.1872132063717,7.18984718360101e-10,1
