training_points,test_points,rmse_lbm_s,mae_lbm_s,max_error_lbm_s,r2,coverage95,mean_export_error,sd_export_error
1400,200,0.00161247541695639,0.000906799251495649,0.00780311849310378,0.999991798094384,0.935,5.72319969194268e-12,8.90586757985867e-13
