environment,method_id,method,accepted,altitude_m,isa_delta_C,Kp,Ki,Kd,accelTau,accelWeight,rmse_rpm,peak_rpm,ringing_excess_TV_lbm_s,recovery_1pct_speed_s,settling_to_point1_rpm_s,minimum_margin_percent,max_fuel_slew_lbm_s2,fuel_peak_lbm_s,iae_rpm_s,fuel_limit_percent,compressor_Nc_outside_percent,gp_outside_percent,fallback_percent
3,2,Previous inverse PI,1,5000,0,2,30,NaN,NaN,NaN,2.5726362425551,13.2670968819893,3.59103464803766,0,Inf,6.05055582639738,10.334908695584,2.09698102836812,129.513904249567,0,0,0.449925012497917,NaN
3,3,R1 retuned inverse PI,1,5000,0,1.5,22,0,0.03,1,3.48420181226136,15.3364640867658,1.68065998746408,0,Inf,7.12341003664752,7.93348968144187,2.03131783254921,176.807594388502,0,0,0.599900016663889,0
3,4,R2 split feedback,1,5000,0,16,40,0,0.03,0.05,5.00582866804628,26.7676868322651,0.716883576882543,0,3.495,7.54498650837577,4.58374891911313,2.00631487836455,123.122884881078,0,0,1.14980836527245,0
3,5,R3 normalized feedback,1,5000,0,0.025,0.1,0.002,0.03,1,1.71198216643729,14.2250602069926,1.52504689945989,0,1.35000000000001,7.42596230461909,8.24636846767436,2.01346472816068,29.6425804049619,0,0,0.549908348608565,0
4,1,Base PI,1,7500,0,0.025,0.05,NaN,NaN,NaN,1.87368550959035,16.1994541873719,1.70451665946523,0,2.235,2.51949033856226,3.47820874295297,1.60731725960965,38.6193488147785,0,0,0,NaN
4,2,Previous inverse PI,1,7500,0,2,30,NaN,NaN,NaN,2.11283175038562,10.0247950937355,2.64936058124148,0,Inf,2.5991132457511,7.4997253561063,1.60374251847043,115.647823153531,0,0,0.399933344442593,NaN
4,3,R1 retuned inverse PI,1,7500,0,1.5,22,0,0.03,1,2.86378650903462,11.5406504073235,1.23950209157956,0,Inf,3.61342338366443,5.75111846934397,1.55488209028422,157.757435574509,0,0,0.499916680553241,0
4,4,R2 split feedback,1,7500,0,16,40,0,0.03,0.05,4.65143867449875,23.5524806273752,0.627993545720977,0,3.855,3.93803192043165,3.15862249838254,1.53955284576665,124.413361381789,0,0,1.04982502916181,0
4,5,R3 normalized feedback,1,7500,0,0.025,0.1,0.002,0.03,1,1.28873031658685,10.6655907861532,1.17338924860966,0,1.32000000000001,3.91616770985472,6.1393433282853,1.54071727268186,22.2750445988466,0,0,0.449925012497917,0
5,1,Base PI,1,10000,0,0.025,0.05,NaN,NaN,NaN,1.24671492248772,11.1013775950396,1.28116276011255,0,2.01000000000001,2.17391608118599,2.40682363516365,1.07760767419824,25.1405239232115,0,100,0,NaN
5,2,Previous inverse PI,1,10000,0,2,30,NaN,NaN,NaN,6.25579642827395,12.0814549526294,1.62991421976402,0,Inf,2.53975187974593,4.67794905430835,1.06556914722033,450.155167098864,0,100,0,NaN
5,3,R1 retuned inverse PI,1,10000,0,1.5,22,0,0.03,1,8.68441767798379,16.7615440683567,0.760548836290989,0,Inf,3.52475503258032,3.58080818087678,1.03386643040769,624.138504130802,0,100,0.0499916680553241,0
5,4,R2 split feedback,0,10000,0,16,40,0,0.03,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2144642559573,88.7852024662556,0
5,5,R3 normalized feedback,1,10000,0,0.025,0.1,0.002,0.03,1,0.850830792141415,7.17153549312934,0.893225561141904,0,1.26000000000001,3.54397574120034,4.08404841701605,1.03320601714021,14.6112720446243,0,100,0,100
6,1,Base PI,1,0,-10,0.025,0.05,NaN,NaN,NaN,3.52902427281155,29.9748230591213,2.55390917891044,0,2.7,12.4921994078824,6.59737296900487,2.9716145585136,76.20582694909,0,0,0,NaN
6,2,Previous inverse PI,1,0,-10,2,30,NaN,NaN,NaN,2.09069410623723,18.6751610986175,5.59825815090375,0,3.45,11.6642298959152,14.4211357347798,3.05227157877812,55.3616432182371,0,0,0.599900016663889,NaN
6,3,R1 retuned inverse PI,1,0,-10,1.5,22,0,0.03,1,2.77310414427953,21.1467276172534,2.60138648371907,0,3.675,12.8964927890486,11.0478064795585,2.94780645297805,75.5559147611008,0,0,0.699883352774538,0
6,4,R2 split feedback,1,0,-10,16,40,0,0.03,0.05,2.15895017650972,20.4623604252811,2.79563481086357,0,1.785,12.6619628991614,11.7215315853039,2.9662207116267,41.233113934375,0,0,0.699883352774538,0
6,5,R3 normalized feedback,1,0,-10,0.025,0.1,0.002,0.03,1,2.44969450576075,20.0542633106797,1.91649418362857,0,1.44,13.8418055994787,11.3880841520792,2.86942748658436,42.3808604440837,0,0,0.699883352774538,0
7,1,Base PI,1,2500,-10,0.025,0.05,NaN,NaN,NaN,3.22304014935786,27.2734590102446,2.46126715450189,0,2.595,7.6169668608561,5.93370068968092,2.74627100120303,68.7774636547848,0,0,0,NaN
7,2,Previous inverse PI,1,2500,-10,2,30,NaN,NaN,NaN,2.14914608600029,17.1023010885274,5.09850813826018,0,4.63500000000001,7.24479303333573,14.1638799400407,2.78414040765216,66.9812786260607,0,0,0.599900016663889,NaN
7,3,R1 retuned inverse PI,1,2500,-10,1.5,22,0,0.03,1,2.875298145516,19.6127697208613,2.40504884584688,0,4.935,8.29959129633327,10.8810574878486,2.6964868935279,91.5942225111989,0,0,0.749875020829862,0
