accepted,rmse_rpm,peak_rpm,iae_rpm_s,minimum_margin_percent,fuel_peak_lbm_s,fuel_limit_percent,ringing_excess_TV_lbm_s,max_2s_fuel_range_lbm_s,max_fuel_slew_lbm_s2,settling_to_point1_rpm_s,recovery_1pct_speed_s,events_inside_1pct_throughout,first_failure_eval_s,candidate,Kp,Ki,Kd,reference_hp,fallback_percent,input_outside_percent,Nc_outside_percent,rmse_ratio,ringing_ratio,joint_score
1,1.54614057285141,15.8246470469931,21.6607020910568,18.9394180629917,1.92511367122063,0,1.29904261218483,0.529813691461935,7.27362117867706,0.930000000000007,0,6,NaN,34,0.025,0.14,0.00125,15376.7919457386,0,100,0,0.928165681400631,0.765585372753633,0.928165681400631
