source_id,source_row,time_s,speed_rpm,fuel_lbm_s,acceleration_rpm_s
1,3074,46.095,9994.04536214954,2.32157845554806,-413.913357021457
1,3006,45.075,9378.71595879236,3.50725884425077,1029.95212273376
1,3094,46.395,9785.57119166195,1.09269398835393,-971.310553606057
2,3302,49.515,9446.63821102691,1.60033170761204,-100.507618735705
1,2986,44.775,9117.78696012378,2.28177151349046,694.352274683514
1,3076,46.125,9981.16757696976,2.19717684043745,-474.303646921328
1,3143,47.13,9050.5600828148,0.406411674253413,-540.67108351453
2,3687,55.29,9215.57133842962,1.40315094942495,46.1933712957754
1,3081,46.2,9941.27638243705,1.88552729588681,-617.87642996543
2,5312,79.665,9447.56626004434,1.52878643727246,-150.884540802812
1,3095,46.41,9771.00153335786,1.03987393738553,-990.040383746898
1,2750,41.235,9042.12407006783,1.61268778807954,380.152615729877
1,2877,43.14,9897.48032514741,1.77451786404677,-631.01921572983
1,2842,42.615,9997.28312591147,3.44849947571258,250.06236895495
2,3330,49.935,9404.4878822038,1.52408893009557,-100.258253951512
1,3097,46.44,9741.02104959199,0.937118718028164,-1026.66955531273
1,2541,38.1,9668.27964000646,3.38588841102656,658.766535228336
1,2131,31.95,9422.64836969014,2.36203175563398,404.312145801405
1,2928,43.905,9211.73746024289,0.320550160677473,-819.837794677336
1,2142,32.115,9490.40107158042,2.51692982286105,416.869210272334
1,2148,32.205,9527.9395529149,2.59910043469455,415.783814534087
1,3008,45.105,9409.76212542876,3.60916780141874,1048.58651893551
1,3099,46.47,9709.96111617756,0.838635775078239,-1060.36331487581
2,5352,80.265,9357.14587989725,1.36776835416612,-150.451727206656
2,2805,42.06,9805.08450209996,2.56306108313639,13.1230865918708
2,2717,40.74,9675.17113026304,2.40024364896598,99.6506147805353
2,3099,46.47,9752.65600380696,2.26081261958476,-101.72251574197
2,4306,64.575,9679.31473043234,2.33085214903486,49.9557058051251
1,2385,35.76,9261.86611341423,0.722219030086025,-525.513017270604
2,3361,50.4,9357.89430914527,1.44057429546693,-100.158126309941
2,4068,61.005,9501.23996179907,1.92934093369251,49.7593900783517
2,5387,80.79,9278.21237884189,1.22977151924083,-150.268905473202
1,2984,44.745,9097.99272257568,2.15911232042945,647.568876599547
1,2269,34.02,9999.89780385215,2.85724977482556,-87.5296786758949
2,4217,63.24,9612.62539386233,2.17728434503726,49.9507388996279
1,3010,45.135,9441.33556895816,3.70254147188201,1062.94224305718
1,2680,40.185,9341.94060076119,0.559594495065626,-774.367985437343
2,2656,39.825,9583.91095929492,2.19036915752217,99.6466962510383
1,3101,46.5,9677.92059411404,0.7454946158945,-1089.73847620422
2,3814,57.195,9310.82799388691,1.57717613228419,49.9925876825358
2,5457,81.84,9120.2941772918,0.968387706889142,-150.630124841824
1,3080,46.185,9950.11375746059,1.94904503228345,-589.158334902405
2,2414,36.195,9221.7827676413,1.49278261295243,99.9145719444835
1,2111,31.65,9307.08865358561,2.07336198982224,364.876212037963
2,3432,51.465,9251.26541686769,1.25313039311927,-100.09854132642
1,2473,37.08,9066.09209723099,1.58891608579756,339.434484254348
1,2878,43.155,9888.01503691146,1.72101295724295,-655.456039598353
1,2332,34.965,9706.68646923207,1.5366283199554,-513.917225054537
1,2684,40.245,9296.12616632857,0.522972898067289,-744.862878195583
1,2835,42.51,9961.13616896293,3.66012855974645,413.07598715648
1,2328,34.905,9736.75686795332,1.62687837684503,-493.111443271738
1,2073,31.08,9131.3499527184,1.55621008074748,248.41849188952
1,2880,43.185,9867.99558526998,1.61579107351965,-702.316256280906
2,4661,69.9,9814.66053823931,2.66164294042487,59.9855947848566
1,3103,46.53,9645.0381832855,0.658710365006719,-1113.60349089961
1,2876,43.125,9906.57273217218,1.82811963295222,-606.160468318616
1,2616,39.225,9972.89524633757,2.45238462242585,-299.060487318648
1,2105,31.56,9275.04867309184,1.98727740569125,349.435443155488
1,2321,34.8,9786.31855292656,1.78831960332902,-455.705483079769
1,3105,46.56,9611.48567904637,0.578881190056062,-1132.1639359762
2,2774,41.595,9760.46903902897,2.60673340060342,100.50667777074
1,3011,45.15,9457.27970260402,3.74582798954949,1068.46903115283
1,2881,43.2,9857.46084142577,1.56462038275802,-724.367780664572
1,2346,35.175,9593.70731342708,1.24837108983454,-559.792685275821
1,2350,35.235,9559.92577863347,1.1712566152684,-568.002951823118
1,2874,43.095,9923.72294928198,1.93476703666643,-560.326797049383
2,4555,68.31,9719.21648582825,2.43477464520241,56.3260489637089
2,4832,72.465,9968.42703750136,3.03001515496073,59.9380076029824
1,2883,43.23,9835.41872150779,1.46603475264028,-764.466133493459
1,2236,33.525,9977.06809239223,3.22807929431496,157.579313747327
1,2831,42.45,9933.09181643164,3.75046952188058,499.020438582386
2,3146,47.175,9681.50276157199,2.09812038889931,-100.329467582937
1,2391,35.85,9215.59988667546,0.686683367602525,-497.025927153144
1,2099,31.47,9244.4766699542,1.90218011532733,332.588624947827
1,2065,30.96,9103.24480137309,1.46635487064113,222.562272871248
1,2816,42.225,9787.61658527357,3.87879698634753,756.841940435087
1,2314,34.695,9831.69834084476,1.95111342113386,-413.887970387464
2,2679,40.17,9618.30553692033,2.26863535964581,99.7367542206604
1,3106,46.575,9594.50322000673,0.541612686310961,-1139.4740121905
1,2277,34.14,9986.51733678283,2.73582821822871,-142.771607931979
2,5320,79.785,9429.45734301896,1.49606219324146,-150.928360209486
2,4606,69.075,9765.06809206442,2.5485307226274,60.3882810775495
1,2580,38.685,9969.41443260823,3.4481331616338,287.924850953501
2,5469,82.02,9093.43569622005,1.00318858415055,-92.8513476269164
1,2884,43.245,9823.95172950538,1.41872978944753,-782.44129168205
1,2868,43.005,9967.07210190658,2.23998703692766,-426.279412839345
2,3471,52.05,9194.27221340359,1.28117109261118,-12.7448595541147
2,4643,69.63,9798.46234001622,2.62396984971203,59.9813573105823
1,2872,43.065,9939.51271023299,2.03957072519919,-515.01917290967
1,2610,39.135,9995.21314550398,2.64486603636531,-211.866630554534
2,3219,48.27,9571.71843267004,1.85280107446225,-100.215889885034
1,2778,41.655,9299.32152587225,2.86561656195155,808.16698782481
1,3108,46.605,9560.23425349748,0.472521371360461,-1149.01384671638
1,2776,41.625,9275.56566704809,2.77486001609164,786.324704101337
1,2779,41.67,9311.44403068963,2.9105133161287,818.564437524971
1,3013,45.18,9489.3999218785,3.82530113794869,1076.16402300375
1,2568,38.505,9901.72347613528,3.57303903674355,447.012556060077
2,2346,35.175,9119.75217707741,1.31774280769639,100.250009481148
2,5195,77.91,9711.80595366862,2.09105277554605,-150.025431518437
2,4867,72.99,9999.89404028002,3.10790211482848,59.9365325291432
1,2820,42.285,9831.8266960762,3.88016796883876,701.152454874479
1,2774,41.595,9252.48784310991,2.68379266717261,763.513539795909
1,2886,43.275,9800.22907922612,1.32782389261866,-814.486105662641
1,2183,32.73,9742.81475201218,3.07490673916356,387.442905013022
1,2614,39.195,9981.19963082108,2.51892236942113,-269.544526058243
1,2469,37.02,9047.39561926037,1.48433691417221,295.182678333475
1,2781,41.7,9336.15044789727,2.99865362227286,838.008358248054
1,2772,41.565,9230.08612531863,2.59327207772887,741.117052085705
1,2042,30.615,9041.16275297078,1.24475217606558,140.903157189423
2,5166,77.475,9777.10401540251,2.23954107052244,-150.504917843724
1,2888,43.305,9775.57986413636,1.24095458215683,-842.146307770447
1,2939,44.07,9091.85111399143,0.402501350540244,-594.902474751105
2,5181,77.7,9743.25580111608,2.16406410830377,-149.965731150379
1,2892,43.365,9723.94850460549,1.0744437962635,-890.127578432729
1,2890,43.335,9750.12690619369,1.15684732285424,-866.67121526045
1,2893,43.38,9710.596590929,1.03374190617234,-901.406176370787
1,2212,33.165,9894.13789520079,3.26454860825075,290.3888320139
1,2972,44.565,9012.34573466601,1.47912702636054,329.66321059352
1,2771,41.55,9219.13999907183,2.54829859045451,729.741749786842
1,2895,43.41,9683.38410402316,0.953535737662615,-924.453482503191
1,3015,45.21,9521.69599831733,3.89501274499441,1073.78795171677
1,3109,46.62,9542.99904579673,0.440676797806758,-1151.35385012168
1,2783,41.73,9361.42484263834,3.08379079942998,855.318530214264
1,2943,44.13,9058.35127667985,0.46661491478261,-496.880388995751
2,2753,41.28,9729.00307448841,2.53007900135227,99.750397984085
1,2979,44.67,9055.29333926598,1.85872253648264,516.024644231745
1,2304,34.545,9888.31396319816,2.18222628027153,-346.319081623492
1,2769,41.52,9197.7711136616,2.4587573825871,706.406682599375
2,5090,76.335,9948.54634006389,2.65169412161525,-139.205340141815
1,2826,42.375,9891.18030082601,3.83152928374419,597.449908941418
2,2742,41.115,9712.545867865,2.49012249015862,99.7352264840007
1,2033,30.48,9024.57309392479,1.17177871083353,108.367615362435
1,3176,47.625,9071.38168035506,2.12720438724284,657.897805390002
1,2767,41.49,9177.14424264151,2.36912592710721,680.788177124806
2,5476,82.125,9093.95788283585,1.24013702963696,76.1294121372631
1,2744,41.145,9013.69884701108,1.38740586473363,271.060279858653
1,2897,43.44,9655.48215125139,0.875759500458958,-946.250262416756
1,2765,41.46,9157.37166073374,2.27906595969764,651.59830331415
2,4589,68.82,9749.62858621114,2.51336442516849,60.1382593513231
1,3111,46.65,9508.4448971982,0.382083075111289,-1151.84486782293
1,2871,43.05,9946.90099365309,2.09093098328755,-492.552228007024
1,2764,41.445,9147.83058664118,2.23387004596333,636.071606170689
2,5294,79.395,9488.51528454349,1.60138753767659,-152.114040036994
1,2300,34.485,9908.02860642133,2.27217073437137,-317.914726326577
1,2899,43.47,9626.94804953441,0.801956214002914,-964.879460919587
1,2785,41.76,9387.20078346234,3.1651507999197,870.20308797504
1,2869,43.02,9960.67791071399,2.19115140744517,-448.18912078677
2,2785,41.76,9777.04081604989,2.64442508438739,100.207632634861
1,2223,33.33,9938.03305278108,3.27145224739638,235.069053494859
1,2203,33.03,9851.97817279661,3.23208133846282,329.035691366812
1,2618,39.255,9963.69350521079,2.38261290985598,-329.914476801531
1,2742,41.115,9006.41135957031,1.31780539502485,232.858376467381
1,2762,41.415,9129.47429357824,2.14319524526763,603.656822277408
2,2475,37.11,9313.17154117541,1.65621288612857,99.8781874812514
1,2397,35.94,9172.19862814178,0.667194552352651,-459.776529762678
2,3386,50.775,9320.34256691478,1.37394965923164,-100.128426387044
1,2760,41.385,9112.13257341723,2.05228198963643,569.371390278037
2,3408,51.105,9287.30326502221,1.31589592910421,-100.109488291837
1,3077,46.14,9974.05302226595,2.13561034059654,-503.347564812624
1,3112,46.665,9491.16722418085,0.355186578183287,-1152.30618979089
2,2634,39.495,9551.05675150847,2.11639140707726,99.4399450539762
1,2900,43.485,9612.47485762062,0.766935637879315,-972.660460083741
1,2758,41.355,9095.85908958043,1.96146376961565,533.345207189589
1,2787,41.79,9413.40398104124,3.24217144647489,882.485931900455
1,3053,45.78,9993.0269916877,3.62787998772509,352.134335732744
1,3016,45.225,9537.80281759308,3.92626281117291,1069.59679926552
2,4696,70.425,9846.1428218825,2.73541137207101,59.9543235320315
1,2418,36.255,9052.09252826792,0.69923534128957,-284.163134257612
1,2189,32.82,9777.24141424714,3.13636836939079,375.46166079692
1,2945,44.16,9043.82824792675,0.504631741140545,-445.170558773657
2,3256,48.825,9516.10067666896,1.73306010544433,-100.212307053736
2,3457,51.84,9213.6733059683,1.19003753886409,-100.172780622263
1,3114,46.695,9456.58057936954,0.306122559982927,-1153.11834432646
1,2756,41.325,9080.69707670497,1.87129133080638,496.001162618102
2,5335,80.01,9395.53162592069,1.43572622709165,-150.608827528124
1,3018,45.255,9569.81441846393,3.98298497501239,1058.66125148606
2,3735,56.01,9251.50720866902,1.47170733620771,50.2332530135124
2,5369,80.52,9318.79558586869,1.30041749643132,-150.348891158117
1,2902,43.515,9583.19531200714,0.70111335634112,-984.751737834151
