source_id,source_row,time_s,speed_rpm,fuel_lbm_s,acceleration_rpm_s
2,5435,81.51,9169.94502648255,1.0481843866732,-150.313219541511
1,2634,39.495,9856.67213145786,1.77386507361846,-569.305230573648
1,3183,47.73,9149.60670353566,2.67289226484977,855.074251761662
1,2160,32.385,9602.71278863894,2.77698928549439,415.671307478989
1,2577,38.64,9955.19253434105,3.49020301012775,329.927601914675
1,2338,35.055,9659.47457884859,1.40863592146434,-537.801027760677
1,2952,44.265,9005.71928447533,0.672022808713399,-250.840765491021
1,2344,35.145,9610.3937658828,1.28771462122502,-554.986566159648
1,2911,43.65,9449.15576584804,0.470539129760003,-995.377450318371
2,3714,55.695,9235.67020129146,1.44364455450619,49.9993674982674
1,2316,34.725,9819.18788656467,1.90458101236104,-426.303587585395
2,2590,38.835,9485.49265750721,1.97696129672542,99.9112944328408
1,2795,41.91,9520.86672432017,3.50098337379976,899.993830228711
1,3121,46.8,9337.31750539882,0.202668339782752,-1093.0084589867
1,2641,39.6,9792.57823711253,1.51826131325124,-659.827209978983
2,2463,36.93,9295.19392292787,1.62361106815927,99.8759783103235
1,2653,39.78,9665.12293588379,1.13090344411379,-755.795910541307
1,2620,39.285,9953.56080122106,2.3099140071729,-361.395292587598
1,2648,39.705,9720.29812046513,1.2880234080558,-721.646071615449
2,4160,62.385,9569.9260691396,2.08095969683368,49.9244392953937
1,2799,41.97,9574.5523659567,3.6027052853231,884.848547085715
1,2934,43.995,9141.77682390623,0.344936773256139,-710.608966865706
1,2356,35.325,9508.46092995135,1.06121596729204,-576.111899892621
1,3051,45.75,9981.01118259761,3.71751732888094,416.592976814059
1,2657,39.84,9619.19530872202,1.00909038032451,-781.053017515494
1,2082,31.215,9166.69020161862,1.66993791643454,278.928031746097
1,2123,31.83,9375.00739516833,2.24675843381657,390.844240113925
1,3177,47.64,9081.25014743591,2.2031188190433,689.147158750978
1,2309,34.62,9861.28286082116,2.06723034060132,-381.191450422772
1,2661,39.9,9571.86626129054,0.896174289667018,-800.593698136128
1,3175,47.61,9062.0203673204,2.05200896015164,624.087535643734
2,5276,79.125,9529.19068524189,1.68628894162515,-150.431493557566
1,2547,38.19,9726.61502710976,3.4846128514599,630.87699087921
2,3285,49.26,9472.27685561021,1.64716748664079,-100.652608993108
