time_s,Nmech,Wf,DOB_request,DOB_sensed,DOB_PI,DOB_command,DOB_disturbance,DOB_acceleration,DOB_SM,DOB_iterations,PTO_hp,PTO_turbine_hp,PTO_compressor_hp,inlet_temperature_K,inlet_pressure_kPa,max_flow_error,valid,compressor_NcMap,compressor_Nc_outside,altitude_m,isa_delta_C
27.3,9449.47424043018,2.31372317777789,9450,9449.47241123941,2.31372317777789,2.31372317777789,0,0.0308178779184174,22.3668540168656,6,0,22919.1260762184,-22918.9518850279,270.305100236741,99.2924353658495,9.9681908516943e-11,1,0.975640538641601,0,0,-20
27.315,9449.47470269835,2.31410683115806,9450,9449.47288529706,2.31410683115806,2.31410683115806,0,0.0308825267565841,22.3628374343233,6,0,22922.2008837177,-22922.0263271056,270.293096202297,99.2924297081129,1.0128476074321e-10,1,0.975662250802608,0,0,-20
27.33,9449.47516593625,2.31449020658344,9450,9449.47335629932,2.31449020658344,2.31449020658344,0,0.0307427139779451,22.3588257092729,6,0,22925.2744922602,-22925.1007259002,270.281092164587,99.2924240453497,1.0288534393748e-10,1,0.97568396451502,0,0,-20
27.345,9449.47562707696,2.3148732798556,9450,9449.47382528935,2.3148732798556,2.3148732798556,0,0.0303871274018758,22.3548191512038,6,0,22928.3467680711,-22928.1750115768,270.269088123601,99.2924183775472,1.04500892499243e-10,1,0.975705679462346,0,0,-20
27.36,9449.47608288387,2.31525605304283,9450,9449.47429224513,2.31525605304283,2.31525605304283,0,0.0298217506096326,22.350817687896,6,0,22931.417699419,-22931.2491385835,270.257084079324,99.2924127046822,1.06125363141839e-10,1,0.975727395310561,0,0,-20
27.375,9449.47653021013,2.31563854938566,9450,9449.47475631155,2.31563854938566,2.31563854938566,0,0.0290661839793079,22.3468209425244,6,0,22934.4873744469,-22934.3230842765,270.245080031769,99.2924070267726,1.07803373677899e-10,1,0.975749111734821,0,0,-20
27.39,9449.47696620289,2.31602080784826,9450,9449.47521603954,2.31602080784826,2.31602080784826,0,0.028149814690349,22.3428283150896,6,0,22937.5559569705,-22937.3968463673,270.233075980924,99.292401343801,1.09459957939171e-10,1,0.97577082844066,0,0,-20
27.405,9449.47738845011,2.31640287772013,9450,9449.47566961625,2.31640287772013,2.31640287772013,0,0.0271081016444024,22.3388390623626,6,0,22940.6236621403,-22940.4704395828,270.221071926795,99.2923956557736,1.11081571910491e-10,1,0.975792545179076,0,0,-20
27.42,9449.47779507163,2.31678481359373,9450,9449.47611507353,2.31678481359373,2.31678481359373,0,0.0259791840061817,22.3348523716178,6,0,22943.6907334906,-22943.5438918845,270.209067869392,99.2923899627024,1.12737288540938e-10,1,0.97581426175596,0,0,-20
27.435,9449.47818475939,2.31716667095856,9450,9449.47655046604,2.31716667095856,2.31716667095856,0,0.0248009636803079,22.3308674247521,6,0,22946.7574225481,-22946.6172405667,270.197063808667,99.2923842645257,1.14359662016315e-10,1,0.975835978036369,0,0,-20
27.45,9449.47855677385,2.31754850256911,9450,9449.47697401359,2.31754850256911,2.31754850256911,0,0.0236087520722208,22.3268834506947,6,0,22949.8239717827,-22949.6905285094,270.185059744652,99.2923785612801,1.16026126963675e-10,1,0.975857693943918,0,0,-20
27.465,9449.47891090513,2.31793035566634,9450,9449.47738420569,2.31793035566634,2.31793035566634,0,0.0224335217791241,22.3228997649453,6,0,22952.8906013174,-22952.7638007698,270.173055677356,99.292372852979,1.17608463198931e-10,1,0.975879409456959,0,0,-20
27.48,9449.47924740795,2.31831227006453,9450,9449.47777986894,2.31831227006453,2.31831227006453,0,0.0213007575743759,22.3189157962871,6,0,22955.9574995257,-22955.8371016743,270.161051606748,99.2923671395793,1.19239500154114e-10,1,0.975901124601892,0,0,-20
27.495,9449.47956691932,2.31869427705924,9450,9449.47816020002,2.31869427705924,2.31869427705924,0,0.0202298660266255,22.3149311014521,6,0,22959.0248173733,-22958.9104724972,270.149047532829,99.2923614210826,1.20849932060722e-10,1,0.97592283944454,0,0,-20
27.51,9449.47987036731,2.31907639906968,9450,9449.47852476891,2.31907639906968,2.31907639906968,0,0.0192340731930002,22.3109453690402,6,0,22962.0926661335,-22961.9839497543,270.13704345561,99.2923556975011,1.22478840674484e-10,1,0.975944554080785,0,0,-20
27.525,9449.48015887841,2.31945864989969,9450,9449.47887349755,2.31945864989969,2.31945864989969,0,0.0183207274106791,22.3069584145037,6,0,22965.1611179991,-22965.0575641034,270.125039375106,99.2923499688528,1.24118958464434e-10,1,0.975966268626997,0,0,-20
27.54,9449.48043368932,2.31984103548431,9450,9449.47920662007,2.31984103548431,2.31984103548431,0,0.0174919103406123,22.3029701681714,6,0,22968.2302089959,-22968.1313398042,270.113035291259,99.2923442350622,1.25774242479968e-10,1,0.975987983211069,0,0,-20
27.555,9449.48069606797,2.32022355498481,9450,9449.4795246304,2.32022355498481,2.32022355498481,0,0.0167452608524888,22.2989806584569,6,0,22971.2999436014,-22971.2052946797,270.101031204124,99.2923384961985,1.27449045471636e-10,1,0.976009697963935,0,0,-20
27.57,9449.48094724689,2.32060620209832,9450,9449.47982822309,2.32060620209832,2.32060620209832,0,0.0160749210045004,22.2949899920224,6,0,22974.3703004352,-22974.2794404603,270.089027113663,99.2923327522135,1.29147192571248e-10,1,0.976031413013041,0,0,-20
27.585,9449.4811883707,2.32098896646057,9450,9449.4801182321,2.32098896646057,2.32098896646057,0,0.0154725221693895,22.290998332904,6,0,22977.4412384966,-22977.3537834472,270.077023019893,99.2923270031238,1.30868024220816e-10,1,0.976053128476677,0,0,-20
27.6,9449.48142045853,2.32137183503715,9450,9449.48039557189,2.32137183503715,2.32137183503715,0,0.0149281419614091,22.2870058819344,6,0,22980.5127034325,-22980.4283253711,270.065018922791,99.2923212489009,1.32616948372856e-10,1,0.976074844460246,0,0,-20
27.615,9449.48164438066,2.32175479341908,9450,9449.48066118408,2.32175479341908,2.32175479341908,0,0.0144311786375061,22.2830128577933,6,0,22983.5846334603,-22983.5030643736,270.053014822381,99.2923154895756,1.34392909757051e-10,1,0.976096561053698,0,0,-20
27.63,9449.48186084834,2.32213782696064,9450,9449.48091599176,2.32213782696064,2.32213782696064,0,0.0139711054325315,22.2790194804549,6,0,22986.6569646358,-22986.5779960107,270.041010718643,99.2923097251193,1.36196304030066e-10,1,0.976118278330648,0,0,-20
27.645,9449.48207041492,2.32252092171804,9450,9449.48116086316,2.32252092171804,2.32252092171804,0,0.0135380769240416,22.2750259577086,6,0,22989.7296352572,-22989.6531142296,270.029006611577,99.2923039555305,1.38027131141193e-10,1,0.97613999634837,0,0,-20
27.66,9449.48227348608,2.32290406516835,9450,9449.48139658487,2.32290406516835,2.32290406516835,0,0.0131233824298998,22.2710324749432,6,0,22992.8025893095,-22992.7284122504,270.017002501189,99.2922981808176,1.39885522940791e-10,1,0.976161715148872,0,0,-20
