rpm,fraction,shape,first_invalid_eval_s,flow_error,iterations,surge_margin,gain_factor
9500,0.3,ramps,10.35,0.00348385721947146,200,0.00021654609903725,1.00008977826809
9500,0.2,steps,10.08,0.00127527150677173,200,0.00021766336083893,1.55409202652757
9500,0.3,steps,10.065,0.016186078818831,200,0.000220140654595691,2
