time_s,Nmech,Wf,DOB_request,DOB_sensed,DOB_PI,DOB_command,DOB_disturbance,DOB_acceleration,DOB_SM,DOB_iterations,PTO_hp,PTO_turbine_hp,PTO_compressor_hp,inlet_temperature_K,inlet_pressure_kPa,max_flow_error,valid,compressor_NcMap,compressor_Nc_outside,altitude_m,isa_delta_C
102.24,9975.6740767711,1.3227671255157,9975,9975.67419467529,1.3227671255157,1.3227671255157,0,-0.00203264713102481,12.1425244059663,9,0,12279.9580346355,-12279.9701634975,250.599150874154,40.2370431490139,2.12319514560087e-10,1,1.06969943379325,1,7040,8.16
102.255,9975.67404628139,1.32226225545513,9975,9975.67416411894,1.32226225545513,1.32226225545513,0,-0.00203170890670713,12.1426511584908,9,0,12275.4159066551,-12275.4280299186,250.592938056362,40.2226559983131,2.16478913104068e-10,1,1.06971269068691,1,7042.5,8.17
102.27,9975.67401580576,1.32175740787327,9975,9975.67413357987,1.32175740787327,1.32175740787327,0,-0.00203082590791928,12.1427779211829,9,0,12270.8738838487,-12270.8860018433,250.58672523857,40.2082688476123,2.20712654629309e-10,1,1.06972594807515,1,7045,8.18
102.285,9975.67398534337,1.3212525827782,9975,9975.67410305724,1.3212525827782,1.3212525827782,0,-0.00202999315987341,12.1429046938617,9,0,12266.3319662554,-12266.344079281,250.580512420776,40.1938816969115,2.25022318100394e-10,1,1.06973920595789,1,7047.5,8.19
102.3,9975.67395489347,1.32074778017864,9975,9975.67407255021,1.32074778017864,1.32074778017864,0,-0.00202920528624358,12.1430314763293,9,0,12261.7901539179,-12261.8022622421,250.574299602982,40.1794945462107,2.29409614062643e-10,1,1.0697524643351,1,7050,8.2
102.315,9975.67392445539,1.32024300008339,9975,9975.674042058,1.32024300008339,1.32024300008339,0,-0.00202845683832854,12.1431582683862,9,0,12257.2484468787,-12257.2605507369,250.568086785186,40.1651073955099,2.33874674090246e-10,1,1.06976572320672,1,7052.5,8.21
102.33,9975.67389402854,1.31973824250104,9975,9975.67401157981,1.31973824250104,1.31973824250104,0,-0.00202774259960698,12.1432850698377,9,0,12252.7068451794,-12252.7189447757,250.56187396739,40.1507202448091,2.38419866632801e-10,1,1.06977898257273,1,7055,8.22
102.345,9975.6738636124,1.31923350743948,9975,9975.67398111493,1.31923350743948,1.31923350743948,0,-0.00202705762655718,12.1434118805048,9,0,12248.1653488588,-12248.1774443678,250.555661149593,40.1363330941083,2.43045849587885e-10,1,1.06979224243309,1,7057.5,8.23
102.36,9975.67383320654,1.31872879490578,9975,9975.67395066268,1.31872879490578,1.31872879490578,0,-0.00202639762877203,12.1435387002281,9,0,12243.6239579514,-12243.6360495222,250.549448331795,40.1219459434076,2.47754201919299e-10,1,1.0698055027878,1,7060,8.24
102.375,9975.67380281057,1.31822410490604,9975,9975.67392022245,1.31822410490604,1.31822410490604,0,-0.00202575876486069,12.143665528871,9,0,12239.082672488,-12239.0947602466,250.543235513996,40.1075587927068,2.52545844686179e-10,1,1.06981876363685,1,7062.5,8.25
102.39,9975.67377242419,1.31771943744514,9975,9975.6738897937,1.31771943744514,1.31771943744514,0,-0.00202513814328563,12.1437923663256,9,0,12234.5414924927,-12234.553576548,250.537022696197,40.093171642006,2.57422883175582e-10,1,1.06983202498022,1,7065,8.26
102.405,9975.67374204712,1.31721479252691,9975,9975.67385937592,1.31721479252691,1.31721479252691,0,-0.00202453338666337,12.1439192125091,9,0,12230.0004179854,-12230.0124984321,250.530809878396,40.0787844913052,2.62386106865436e-10,1,1.06984528681793,1,7067.5,8.27
102.42,9975.67371167912,1.31671017015414,9975,9975.6738289687,1.31671017015414,1.31671017015414,0,-0.00202394279301661,12.1440460673626,9,0,12225.4594489814,-12225.4715259039,250.524597060595,40.0643973406044,2.67437094718887e-10,1,1.06985854914997,1,7070,8.28
102.435,9975.67368131998,1.31620557032868,9975,9975.67379857164,1.31620557032868,1.31620557032868,0,-0.00202336531000866,12.1441729308505,9,0,12220.918585491,-12220.9306589676,250.518384242793,40.0500101899036,2.72577425698892e-10,1,1.06987181197636,1,7072.5,8.29
102.45,9975.67365096949,1.31570099305144,9975,9975.6737681844,1.31570099305144,1.31570099305144,0,-0.00202280034821517,12.1442998029587,9,0,12216.3778275208,-12216.3898976262,250.51217142499,40.0356230392028,2.77808020863843e-10,1,1.0698850752971,1,7075,8.3
102.465,9975.67362062749,1.31519643832276,9975,9975.67373780669,1.31519643832276,1.31519643832276,0,-0.002022247749858,12.1444266836871,9,0,12211.8371750746,-12211.8492418826,250.505958607186,40.021235888502,2.83130590757262e-10,1,1.06989833911221,1,7077.5,8.30999999999999
102.48,9975.67359029377,1.3146919061424,9975,9975.67370743824,1.3146919061424,1.3146919061424,0,-0.00202170780096429,12.1445535730498,9,0,12207.2966281526,-12207.3086917388,250.499745789381,40.0068487378012,2.88547372245947e-10,1,1.0699116034217,1,7080,8.31999999999999
102.495,9975.67355996816,1.31418739650977,9975,9975.67367707878,1.31418739650977,1.31418739650977,0,-0.00202118079653573,12.1446804710684,9,0,12202.7561867553,-12202.7682471967,250.493532971576,39.9924615871005,2.94059154806919e-10,1,1.06992486822557,1,7082.5,8.32999999999999
102.51,9975.67352965044,1.31368290942404,9975,9975.6736467281,1.31368290942404,1.31368290942404,0,-0.0020206673578418,12.1448073777706,9,0,12198.2158508804,-12198.2279082581,250.48732015377,39.9780744363997,2.99667122659689e-10,1,1.06993813352383,1,7085,8.33999999999999
102.525,9975.67349934044,1.31317844488433,9975,9975.67361638596,1.31317844488433,1.31317844488433,0,-0.00202016812902255,12.1449342931862,9,0,12193.6756205255,-12193.6876749243,250.481107335962,39.9636872856989,3.05373381089637e-10,1,1.0699513993165,1,7087.5,8.34999999999999
102.54,9975.67346903791,1.31267400288975,9975,9975.67358605215,1.31267400288975,1.31267400288975,0,-0.00201968365115566,12.1450612173439,9,0,12189.1354956894,-12189.1475471972,250.474894518154,39.9493001349981,3.1117977222019e-10,1,1.06996466560359,1,7090,8.35999999999999
102.555,9975.67343874266,1.31216958343961,9975,9975.67355572645,1.31216958343961,1.31216958343961,0,-0.00201921446763478,12.1451881502686,9,0,12184.5954763703,-12184.6075250784,250.468681700346,39.9349129842973,3.1708695394691e-10,1,1.06997793238509,1,7092.5,8.36999999999999
102.57,9975.67340845444,1.31166518653337,9975,9975.67352540864,1.31166518653337,1.31166518653337,0,-0.00201876084306398,12.1453150919813,9,0,12180.0555625685,-12180.0676085698,250.462468882535,39.9205258335965,3.23097163135439e-10,1,1.06999119966102,1,7095,8.38
102.585,9975.67337817303,1.31116081217074,9975,9975.6734950985,1.31116081217074,1.31116081217074,0,-0.00201832316595381,12.1454420424972,9,0,12175.5157542841,-12175.5277976737,250.456256064725,39.9061386828957,3.29212241908633e-10,1,1.07000446743137,1,7097.5,8.38999999999999
102.6,9975.67334789818,1.31065646035161,9975,9975.6734647958,1.31065646035161,1.31065646035161,0,-0.00201790145367433,12.145569001827,9,0,12170.976051519,-12170.9880923923,250.450043246914,39.8917515321949,3.35433506065779e-10,1,1.07001773569617,1,7100,8.4
102.615,9975.67331762966,1.31015213107627,9975,9975.67343450032,1.31015213107627,1.31015213107627,0,-0.00201749559968912,12.1456959699723,9,0,12166.4364542766,-12166.4484927281,250.443830429101,39.8773643814941,3.41762402986846e-10,1,1.0700310044554,1,7102.5,8.41
102.63,9975.67328736723,1.30964782434511,9975,9975.67340421183,1.30964782434511,1.30964782434511,0,-0.00201710542711297,12.1458229469318,9,0,12161.8969625608,-12161.9089986841,250.437617611288,39.8629772307933,3.48201169536623e-10,1,1.07004427370908,1,7105,8.41999999999999
102.645,9975.67325711064,1.30914354015882,9975,9975.67337393009,1.30914354015882,1.30914354015882,0,-0.00201673055438336,12.1459499326972,9,0,12157.3575763768,-12157.3696102631,250.431404793474,39.8485900800925,3.54751253094676e-10,1,1.07005754345722,1,7107.5,8.43
