scenario,rpm,fraction,shape,method,edge,start_s,ramp_s,valid,peak_rpm,recovery_from_start_s,recovery_after_ramp_s
9500rpm_10pct_ramps,9500,0.1,ramps,UDE,remove,75.0,3.0,True,2.8070078671607916,3.3600000000000136,0.36000000000001364
9500rpm_10pct_ramps,9500,0.1,ramps,GPIO,apply,10.005,0.3,True,17.318092898709438,1.290000000000001,0.9900000000000009
9500rpm_10pct_ramps,9500,0.1,ramps,GPIO,remove,15.0,0.3,True,17.393462277299477,1.1700000000000017,0.8700000000000017
9500rpm_10pct_ramps,9500,0.1,ramps,GPIO,apply,30.0,1.5,True,5.286156375890641,2.144999999999996,0.644999999999996
9500rpm_10pct_ramps,9500,0.1,ramps,GPIO,remove,40.005,1.5,True,4.869708862619518,2.0700000000000003,0.5700000000000003
9500rpm_10pct_ramps,9500,0.1,ramps,GPIO,apply,60.0,3.0,True,2.8456163428199943,3.3299999999999983,0.3299999999999983
9500rpm_10pct_ramps,9500,0.1,ramps,GPIO,remove,75.0,3.0,True,2.62747407246934,3.3149999999999977,0.3149999999999977
9500rpm_10pct_ramps,9500,0.1,ramps,GPR_FF,apply,10.005,0.3,True,19.797480074950727,1.5449999999999964,1.2449999999999963
9500rpm_10pct_ramps,9500,0.1,ramps,GPR_FF,remove,15.0,0.3,True,19.937676998270035,1.5750000000000028,1.2750000000000028
9500rpm_10pct_ramps,9500,0.1,ramps,GPR_FF,apply,30.0,1.5,True,7.359427536499425,2.355000000000004,0.855000000000004
9500rpm_10pct_ramps,9500,0.1,ramps,GPR_FF,remove,40.005,1.5,True,6.8668860192992724,2.354999999999997,0.8549999999999969
9500rpm_10pct_ramps,9500,0.1,ramps,GPR_FF,apply,60.0,3.0,True,3.8397276856703684,3.5849999999999937,0.5849999999999937
9500rpm_10pct_ramps,9500,0.1,ramps,GPR_FF,remove,75.0,3.0,True,3.686424083980455,3.555000000000007,0.5550000000000068
9500rpm_20pct_ramps,9500,0.2,ramps,PI,apply,10.005,0.3,True,38.92450887696941,1.9799999999999986,1.6799999999999986
9500rpm_20pct_ramps,9500,0.2,ramps,PI,remove,15.0,0.3,True,39.27012204630046,2.0250000000000057,1.7250000000000056
9500rpm_20pct_ramps,9500,0.2,ramps,PI,apply,30.0,1.5,True,15.271797112189233,2.7900000000000063,1.2900000000000063
9500rpm_20pct_ramps,9500,0.2,ramps,PI,remove,40.005,1.5,True,14.145369314839627,2.7749999999999986,1.2749999999999986
9500rpm_20pct_ramps,9500,0.2,ramps,PI,apply,60.0,3.0,True,8.077820540780522,3.989999999999995,0.9899999999999949
9500rpm_20pct_ramps,9500,0.2,ramps,PI,remove,75.0,3.0,True,7.63903018928977,3.944999999999993,0.9449999999999932
9500rpm_20pct_ramps,9500,0.2,ramps,DOB,apply,10.005,0.3,True,37.89577190463024,1.8449999999999935,1.5449999999999935
9500rpm_20pct_ramps,9500,0.2,ramps,DOB,remove,15.0,0.3,True,39.27032287244947,1.4699999999999989,1.1699999999999988
9500rpm_20pct_ramps,9500,0.2,ramps,DOB,apply,30.0,1.5,True,12.650761754290215,2.700000000000003,1.2000000000000028
9500rpm_20pct_ramps,9500,0.2,ramps,DOB,remove,40.005,1.5,True,14.14536931710063,2.249999999999993,0.7499999999999929
9500rpm_20pct_ramps,9500,0.2,ramps,DOB,apply,60.0,3.0,True,7.716246413290719,3.9599999999999937,0.9599999999999937
9500rpm_20pct_ramps,9500,0.2,ramps,DOB,remove,75.0,3.0,True,7.639030189320692,3.5250000000000057,0.5250000000000057
9500rpm_20pct_ramps,9500,0.2,ramps,LESO,apply,10.005,0.3,True,37.90226818861083,1.8449999999999935,1.5449999999999935
9500rpm_20pct_ramps,9500,0.2,ramps,LESO,remove,15.0,0.3,True,39.27031834175068,1.5150000000000006,1.2150000000000005
9500rpm_20pct_ramps,9500,0.2,ramps,LESO,apply,30.0,1.5,True,12.610105857040253,2.700000000000003,1.2000000000000028
9500rpm_20pct_ramps,9500,0.2,ramps,LESO,remove,40.005,1.5,True,14.145369317140648,2.279999999999994,0.779999999999994
9500rpm_20pct_ramps,9500,0.2,ramps,LESO,apply,60.0,3.0,True,7.6949935578504665,3.9599999999999937,0.9599999999999937
9500rpm_20pct_ramps,9500,0.2,ramps,LESO,remove,75.0,3.0,True,7.639030189320692,3.5250000000000057,0.5250000000000057
9500rpm_20pct_ramps,9500,0.2,ramps,UDE,apply,10.005,0.3,True,34.7916621798704,1.9049999999999958,1.6049999999999958
9500rpm_20pct_ramps,9500,0.2,ramps,UDE,remove,15.0,0.3,True,39.270240572039256,1.6800000000000068,1.3800000000000068
9500rpm_20pct_ramps,9500,0.2,ramps,UDE,apply,30.0,1.5,True,14.004542214399407,2.7450000000000045,1.2450000000000045
9500rpm_20pct_ramps,9500,0.2,ramps,UDE,remove,40.005,1.5,True,13.8332797018993,2.414999999999999,0.9149999999999991
9500rpm_20pct_ramps,9500,0.2,ramps,UDE,apply,60.0,3.0,True,7.878730862059456,3.9749999999999943,0.9749999999999943
9500rpm_20pct_ramps,9500,0.2,ramps,UDE,remove,75.0,3.0,True,7.607376254580231,3.615000000000009,0.6150000000000091
9500rpm_20pct_ramps,9500,0.2,ramps,GPIO,apply,10.005,0.3,True,36.3523438946595,1.8899999999999952,1.5899999999999952
9500rpm_20pct_ramps,9500,0.2,ramps,GPIO,remove,15.0,0.3,True,39.270258679240214,2.2049999999999983,1.9049999999999983
9500rpm_20pct_ramps,9500,0.2,ramps,GPIO,apply,30.0,1.5,True,14.10725694536086,2.7450000000000045,1.2450000000000045
9500rpm_20pct_ramps,9500,0.2,ramps,GPIO,remove,40.005,1.5,True,13.468651050759945,2.684999999999995,1.1849999999999952
9500rpm_20pct_ramps,9500,0.2,ramps,GPIO,apply,60.0,3.0,True,7.9444930718891555,3.9749999999999943,0.9749999999999943
9500rpm_20pct_ramps,9500,0.2,ramps,GPIO,remove,75.0,3.0,True,7.519186278770576,3.6750000000000114,0.6750000000000114
9500rpm_20pct_ramps,9500,0.2,ramps,GPR_FF,apply,10.005,0.3,True,41.399215364219344,1.859999999999994,1.559999999999994
9500rpm_20pct_ramps,9500,0.2,ramps,GPR_FF,remove,15.0,0.3,True,41.941254619410756,1.9050000000000011,1.605000000000001
9500rpm_20pct_ramps,9500,0.2,ramps,GPR_FF,apply,30.0,1.5,True,15.492785593269218,2.6700000000000017,1.1700000000000017
9500rpm_20pct_ramps,9500,0.2,ramps,GPR_FF,remove,40.005,1.5,True,14.411012366159412,2.6699999999999946,1.1699999999999946
9500rpm_20pct_ramps,9500,0.2,ramps,GPR_FF,apply,60.0,3.0,True,8.098907251809578,3.9000000000000057,0.9000000000000057
9500rpm_20pct_ramps,9500,0.2,ramps,GPR_FF,remove,75.0,3.0,True,7.682318017919897,3.8700000000000045,0.8700000000000045
9500rpm_30pct_ramps,9500,0.3,ramps,PI,apply,10.005,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,PI,remove,15.0,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,PI,apply,30.0,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,PI,remove,40.005,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,PI,apply,60.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,PI,remove,75.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,DOB,apply,10.005,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,DOB,remove,15.0,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,DOB,apply,30.0,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,DOB,remove,40.005,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,DOB,apply,60.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,DOB,remove,75.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,LESO,apply,10.005,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,LESO,remove,15.0,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,LESO,apply,30.0,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,LESO,remove,40.005,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,LESO,apply,60.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,LESO,remove,75.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,UDE,apply,10.005,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,UDE,remove,15.0,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,UDE,apply,30.0,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,UDE,remove,40.005,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,UDE,apply,60.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,UDE,remove,75.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPIO,apply,10.005,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPIO,remove,15.0,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPIO,apply,30.0,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPIO,remove,40.005,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPIO,apply,60.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPIO,remove,75.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPR_FF,apply,10.005,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPR_FF,remove,15.0,0.3,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPR_FF,apply,30.0,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPR_FF,remove,40.005,1.5,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPR_FF,apply,60.0,3.0,False,,,
9500rpm_30pct_ramps,9500,0.3,ramps,GPR_FF,remove,75.0,3.0,False,,,
9500rpm_20pct_steps,9500,0.2,steps,PI,apply,10.005,0.0,True,53.39709136221063,1.8149999999999924,1.8149999999999924
9500rpm_20pct_steps,9500,0.2,steps,PI,remove,15.0,0.0,True,54.09906717838021,1.875,1.875
9500rpm_20pct_steps,9500,0.2,steps,PI,apply,30.0,0.0,True,53.397091364849985,1.8149999999999977,1.8149999999999977
9500rpm_20pct_steps,9500,0.2,steps,PI,remove,40.005,0.0,True,54.099833474030675,1.874999999999993,1.874999999999993
9500rpm_20pct_steps,9500,0.2,steps,PI,apply,60.0,0.0,True,53.397091364849985,1.8149999999999977,1.8149999999999977
9500rpm_20pct_steps,9500,0.2,steps,PI,remove,75.0,0.0,True,54.09983349069989,1.875,1.875
9500rpm_20pct_steps,9500,0.2,steps,DOB,apply,10.005,0.0,True,53.01273511968975,1.665000000000001,1.665000000000001
9500rpm_20pct_steps,9500,0.2,steps,DOB,remove,15.0,0.0,True,54.099280772679776,1.3199999999999932,1.3199999999999932
9500rpm_20pct_steps,9500,0.2,steps,DOB,apply,30.0,0.0,True,53.01273512732041,1.6650000000000063,1.6650000000000063
9500rpm_20pct_steps,9500,0.2,steps,DOB,remove,40.005,0.0,True,54.09983347829984,1.3200000000000003,1.3200000000000003
9500rpm_20pct_steps,9500,0.2,steps,DOB,apply,60.0,0.0,True,53.01273512734042,1.6650000000000063,1.6650000000000063
9500rpm_20pct_steps,9500,0.2,steps,DOB,remove,75.0,0.0,True,54.09983349033064,1.3199999999999932,1.3199999999999932
9500rpm_20pct_steps,9500,0.2,steps,LESO,apply,10.005,0.0,True,53.18752578524072,1.665000000000001,1.665000000000001
9500rpm_20pct_steps,9500,0.2,steps,LESO,remove,15.0,0.0,True,54.09927548617998,1.3499999999999943,1.3499999999999943
9500rpm_20pct_steps,9500,0.2,steps,LESO,apply,30.0,0.0,True,53.18752579015927,1.6650000000000063,1.6650000000000063
9500rpm_20pct_steps,9500,0.2,steps,LESO,remove,40.005,0.0,True,54.09983347866,1.3500000000000014,1.3500000000000014
9500rpm_20pct_steps,9500,0.2,steps,LESO,apply,60.0,0.0,True,53.18752579015927,1.6650000000000063,1.6650000000000063
9500rpm_20pct_steps,9500,0.2,steps,LESO,remove,75.0,0.0,True,54.09983349081995,1.3499999999999943,1.3499999999999943
9500rpm_20pct_steps,9500,0.2,steps,UDE,apply,10.005,0.0,True,51.07844364330958,1.7250000000000032,1.7250000000000032
9500rpm_20pct_steps,9500,0.2,steps,UDE,remove,15.0,0.0,True,54.09919749963956,1.5150000000000006,1.5150000000000006
9500rpm_20pct_steps,9500,0.2,steps,UDE,apply,30.0,0.0,True,51.07844363818913,1.7249999999999943,1.7249999999999943
9500rpm_20pct_steps,9500,0.2,steps,UDE,remove,40.005,0.0,True,54.099833477019274,1.5149999999999935,1.5149999999999935
9500rpm_20pct_steps,9500,0.2,steps,UDE,apply,60.0,0.0,True,51.07844363818913,1.7249999999999943,1.7249999999999943
9500rpm_20pct_steps,9500,0.2,steps,UDE,remove,75.0,0.0,True,54.09983349087088,1.5149999999999864,1.5149999999999864
9500rpm_20pct_steps,9500,0.2,steps,GPIO,apply,10.005,0.0,True,52.79806217089936,1.7100000000000026,1.7100000000000026
9500rpm_20pct_steps,9500,0.2,steps,GPIO,remove,15.0,0.0,True,54.099220800160765,2.055000000000007,2.055000000000007
9500rpm_20pct_steps,9500,0.2,steps,GPIO,apply,30.0,0.0,True,52.7980621723691,1.7099999999999937,1.7099999999999937
9500rpm_20pct_steps,9500,0.2,steps,GPIO,remove,40.005,0.0,True,54.09983347739944,2.0549999999999997,2.0549999999999997
9500rpm_20pct_steps,9500,0.2,steps,GPIO,apply,60.0,0.0,True,52.798062173009384,1.7099999999999937,1.7099999999999937
9500rpm_20pct_steps,9500,0.2,steps,GPIO,remove,75.0,0.0,True,54.09983349073991,2.055000000000007,2.055000000000007
9500rpm_20pct_steps,9500,0.2,steps,GPR_FF,apply,10.005,0.0,True,55.42756698744961,1.6800000000000015,1.6800000000000015
9500rpm_20pct_steps,9500,0.2,steps,GPR_FF,remove,15.0,0.0,True,56.328991178750584,1.7399999999999949,1.7399999999999949
9500rpm_20pct_steps,9500,0.2,steps,GPR_FF,apply,30.0,0.0,True,55.42756699598067,1.6800000000000068,1.6800000000000068
9500rpm_20pct_steps,9500,0.2,steps,GPR_FF,remove,40.005,0.0,True,56.329241533279856,1.740000000000002,1.740000000000002
9500rpm_20pct_steps,9500,0.2,steps,GPR_FF,apply,60.0,0.0,True,55.42756699596066,1.6800000000000068,1.6800000000000068
9500rpm_20pct_steps,9500,0.2,steps,GPR_FF,remove,75.0,0.0,True,56.32924153494059,1.740000000000009,1.740000000000009
9500rpm_30pct_steps,9500,0.3,steps,PI,apply,10.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,PI,remove,15.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,PI,apply,30.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,PI,remove,40.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,PI,apply,60.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,PI,remove,75.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,DOB,apply,10.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,DOB,remove,15.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,DOB,apply,30.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,DOB,remove,40.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,DOB,apply,60.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,DOB,remove,75.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,LESO,apply,10.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,LESO,remove,15.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,LESO,apply,30.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,LESO,remove,40.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,LESO,apply,60.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,LESO,remove,75.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,UDE,apply,10.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,UDE,remove,15.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,UDE,apply,30.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,UDE,remove,40.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,UDE,apply,60.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,UDE,remove,75.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPIO,apply,10.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPIO,remove,15.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPIO,apply,30.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPIO,remove,40.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPIO,apply,60.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPIO,remove,75.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPR_FF,apply,10.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPR_FF,remove,15.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPR_FF,apply,30.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPR_FF,remove,40.005,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPR_FF,apply,60.0,0.0,False,,,
9500rpm_30pct_steps,9500,0.3,steps,GPR_FF,remove,75.0,0.0,False,,,
