Kp,Ki,score,ratio05,ratio10,ratio20,ratio30
5,50,Inf,54.0891855932956,Inf,Inf,Inf
3,60,0.422060024560265,0.422830542350285,0.42279761535395,0.422094849010807,0.420517091526018
4,60,Inf,0.596059668198063,Inf,Inf,Inf
