Kp,Ki,score,ratio05,ratio10,ratio20,ratio30
4,40,0.6226376758237,0.623681646059346,0.623628489818569,0.622399459542218,0.620841107874666
3,50,Inf,0.504572799269695,Inf,Inf,Inf
4,50,0.500868769960278,0.501822117764903,0.501765684377785,0.500614119002019,0.499273158696406
5,50,Inf,54.0891855932956,Inf,Inf,Inf
3,60,0.422060024560265,0.422830542350285,0.42279761535395,0.422094849010807,0.420517091526018
4,60,Inf,0.596059668198063,Inf,Inf,Inf
5,60,Inf,57.4722005386671,Inf,Inf,Inf
6,60,Inf,Inf,Inf,Inf,Inf
