test_time_s,branch,speed_rpm,acceleration_rpm_s,temperature_K,pressure_kPa,strict_box_outside,box_outside,hull_excess,kernel_NN_distance,covered
105.975,1,9530.5,0,277.626664306767,74.9530737454661,0,0,-0.690495658625317,0.310041888197397,1
105.99,1,9530.2,0,277.637895299915,74.9765720193379,0,0,-0.690700279580017,0.308098313492172,1
106.005,1,9529.9,0,277.649126293145,75.0000702932097,0,0,-0.690904900532482,0.30618633952151,1
106.02,1,9529.6,0,277.660357286458,75.0235685670816,0,0,-0.691109521482734,0.304306561933266,1
106.035,1,9529.3,0,277.671588279853,75.0470668409534,0,0,-0.691314142430741,0.302459581026769,1
106.05,1,9529,0,277.682819273329,75.0705651148254,0,0,-0.691518763376543,0.300646001249628,1
106.065,1,9528.7,0,277.694050266888,75.0940633886972,0,0,-0.691723384320111,0.298866430656136,1
106.08,1,9528.4,0,277.705281260529,75.1175616625691,0,0,-0.691928005261474,0.297121480327796,1
106.095,1,9528.1,0,277.71651225425,75.1410599364409,0,0,-0.69213262620064,0.295411763754532,1
106.11,1,9527.8,0,277.727743248054,75.1645582103128,0,0,-0.69233724713757,0.293737896176593,1
106.125,1,9527.5,0,277.738974241939,75.1880564841846,0,0,-0.692541868072302,0.29210049388748,1
106.14,1,9527.2,0,277.750205235905,75.2115547580565,0,0,-0.692746489004831,0.290500173496966,1
106.155,1,9526.9,0,277.761436229959,75.2350530319283,0,0,-0.69295110993499,0.288937551154969,1
106.17,1,9526.6,0,277.772667224095,75.2585513058002,0,0,-0.693155730862932,0.287413241738292,1
106.185,1,9526.3,0,277.783898218337,75.2820495796721,0,0,-0.693360351787998,0.285927857996081,1
106.2,1,9526,0,277.79512921271,75.305547853544,0,0,-0.693564972709484,0.284482009662706,1
106.215,1,9525.7,0,277.80636020721,75.3290461274158,0,0,-0.693769593627558,0.283076302535678,1
106.23,1,9525.4,0,277.817591201834,75.3525444012877,0,0,-0.693974214542266,0.281711337515782,1
106.245,1,9525.1,0,277.828822196582,75.3760426751595,0,0,-0.694178835453639,0.28038770961793,1
106.26,1,9524.8,0,277.840053191452,75.3995409490314,0,0,-0.694383456361678,0.279106006952329,1
106.275,1,9524.5,0,277.851284186444,75.4230392229032,0,0,-0.694588077266413,0.277866809679147,1
106.29,1,9524.2,0,277.862515181558,75.4465374967751,0,0,-0.694792698167855,0.276670688939041,1
106.305,1,9523.9,0,277.873746176791,75.4700357706469,0,0,-0.694997319066052,0.275518205763573,1
106.32,1,9523.6,0,277.884977172144,75.4935340445188,0,0,-0.695201939961003,0.274409909968326,1
106.335,1,9523.3,0,277.896208167616,75.5170323183907,0,0,-0.695406560852729,0.273346339033465,1
106.35,1,9523,0,277.907439163206,75.5405305922626,0,0,-0.695611181741284,0.272328016975483,1
106.365,1,9522.7,0,277.918670158913,75.5640288661344,0,0,-0.695815802626649,0.271355453214479,1
106.38,1,9522.4,0,277.929901154736,75.5875271400062,0,0,-0.696020423508864,0.270429141442608,1
106.395,1,9522.1,0,277.941132150675,75.6110254138782,0,0,-0.696225044387945,0.269549558497694,1
106.41,1,9521.8,0,277.952363146728,75.6345236877499,0,0,-0.696429665263914,0.268717163247981,1
106.425,1,9521.5,0,277.963594142896,75.6580219616218,0,0,-0.696634286136791,0.267932395493079,1
106.44,1,9521.2,0,277.974825139177,75.6815202354937,0,0,-0.696838907006601,0.267195674886811,1
106.455,1,9520.9,0,277.98605613557,75.7050185093655,0,0,-0.697043527873378,0.266507399887479,1
106.47,1,9520.6,0,277.997287132075,75.7285167832374,0,0,-0.697248148737119,0.265867946741214,1
106.485,1,9520.3,0,278.008518128691,75.7520150571093,0,0,-0.697452769597867,0.265277668504365,1
106.5,1,9520,0,278.019749125417,75.7755133309811,0,0,-0.697657390455614,0.264736894109934,1
106.515,1,9519.7,0,278.030980122252,75.799011604853,0,0,-0.697862011310411,0.26424592748435,1
106.53,1,9519.4,0,278.042211119196,75.8225098787248,0,0,-0.698066632162273,0.263805046719034,1
106.545,1,9519.1,0,278.053442116247,75.8460081525968,0,0,-0.698271253011208,0.263414503302513,1
106.56,1,9518.8,0,278.064673113406,75.8695064264685,0,0,-0.698475873857242,0.26307452141773,1
106.575,1,9518.5,0,278.07590411067,75.8930047003404,0,0,-0.698680494700414,0.26278529730879,1
106.59,1,9518.2,0,278.08713510804,75.9165029742123,0,0,-0.698885115540718,0.26254699872145,1
106.605,1,9517.9,0,278.098366105515,75.9400012480842,0,0,-0.699089736378187,0.262359764421209,1
106.62,1,9517.6,0,278.109597103093,75.963499521956,0,0,-0.699294357212849,0.262223703791745,1
106.635,1,9517.3,0,278.120828100774,75.9869977958279,0,0,-0.699498978044711,0.262138896516714,1
106.65,1,9517,0,278.132059098558,76.0104960696997,0,0,-0.699703598873804,0.262105392347119,1
106.665,1,9516.7,0,278.143290096443,76.0339943435716,0,0,-0.69990821970015,0.262123210955504,1
106.68,1,9516.4,0,278.15452109443,76.0574926174435,0,0,-0.700112840523751,0.262192341878232,1
106.695,1,9516.1,0,278.165752092515,76.0809908913153,0,0,-0.700317461344663,0.262312744546326,1
106.71,1,9515.8,0,278.176983090701,76.1044891651872,0,0,-0.700522082162871,0.262484348404139,1
106.725,1,9515.5,0,278.188214088985,76.1279874390591,0,0,-0.700726702978416,0.262707053115855,1
106.74,1,9515.2,0,278.199445087366,76.1514857129309,0,0,-0.70093132379132,0.262980728857634,1
106.755,1,9514.9,0,278.210676085844,76.1749839868028,0,0,-0.70113594460159,0.263305216693874,1
106.77,1,9514.6,0,278.221907084418,76.1984822606746,0,0,-0.701340565409266,0.263680329035052,1
106.785,1,9514.3,0,278.233138083089,76.2219805345464,0,0,-0.701545186214328,0.264105850173704,1
106.8,1,9514,0,278.244369081853,76.2454788084183,0,0,-0.701749807016862,0.264581536895805,1
106.815,1,9513.7,0,278.255600080711,76.2689770822902,0,0,-0.701954427816833,0.265107119162316,1
106.83,1,9513.4,0,278.266831079663,76.2924753561621,0,0,-0.702159048614278,0.265682300858053,1
106.845,1,9513.1,0,278.278062078707,76.3159736300339,0,0,-0.702363669409233,0.266306760601879,1
106.86,1,9512.8,0,278.289293077843,76.3394719039058,0,0,-0.702568290201695,0.266148705668361,1
106.875,1,9512.5,0,278.300524077069,76.3629701777776,0,0,-0.7027729109917,0.264799914614695,1
106.89,1,9512.2,0,278.311755076386,76.3864684516495,0,0,-0.702977531779242,0.263495277804778,1
